,model,output,interpretable,attributable,cells,reasoning,id,set,language,lang
12,ssa_mt5,"Kwa jumla, idadi ya watoto wanaozaliwa chini ya miaka 5 wana uwezekano mkubwa zaidi wa kupungua kwa umri wa chini ya miaka 5 wa kupungua kutoka 3.0 mwaka wa 1990 hadi 2.4 mwaka wa 2012",0.0,,,,TR8-sw-28,dev,,sw
13,mt5_xxl,"Asilimia ya watoto walio na uzani mdogo kwa kimo ilipungua pakubwa kutoka 19.6% mnamo 1990 hadi 8.0% mwaka wa 2009, na kuongezeka hadi 7.7% mwaka wa 2012",0.0,,,,TR8-sw-28,dev,,sw
14,mt5_small,"Asilimia ya watoto wanaodumaa wana uzani mdogo kwa kimo, ikilinganishwa na asilimia ya watoto wanaodumaa iliongezeka kutoka asilimia ya mwaka wa 1990 hadi asilimia ya mwaka wa 2012.",0.0,,,,TR8-sw-28,dev,,sw
16,mt5_xxl,"Vifo vya watoto wa chini ya miaka mitano vinazidi kwa utaratibu miongoni mwa watoto waliozaliwa chini ya miaka 20 (vifo 227 kwa kila watoto 1,000 waliozaliwa) na chini ya miaka 4 (112 kwa kila watoto 1,000 waliozaliwa).",0.0,,,,SR280-sw-9,dev,,sw
17,reference,"Watoto waliozaliwa kwa wanawake wenye umri chini ya miaka 20 wako katika hatari kubwa ya kupoteza maisha kabla ya kufikia umri wa miaka mitano (watoto 227 kwa kila watoto 1,000) kuliko watoto waliozaliwa kwa wanawake wenye miaka ya 30 (watoto 166 kwa kila watoto 1,000).",1.0,1.0,5.0,1.0,SR280-sw-9,dev,,sw
18,mt5_small,Otu n'ime ụzọ anọ na watoto wa chini ya miaka mitano katika vituo vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya afya vya,0.0,,,,SR280-sw-9,dev,,sw
19,ssa_mt5,.,0.0,,,,SR280-sw-9,dev,,sw
11,mt5_small,TFR ya mjini umepungua kutoka 5% mwaka wa 1990 hadi 52% mwaka wa 2018.,0.0,,,,FR359-sw-20,dev,,sw
12,mt5_xxl,"Uwezo wa uzazi umepungua pakubwa katika miaka thelathini na nane iliyopita, kutoka watoto 5.5 kwa kila mwanamke mnamo 2013 hadi watoto 5.3 kwa kila mwanamke mwaka wa 2018.",0.0,,,,FR359-sw-20,dev,,sw
13,ssa_mt5,"Kwa mfano, uzazi umepungua kutoka idadi ya watoto 5.5 kwa kila mwanamke hadi idadi ya watoto 5.3 kwa kila mwanamke.",1.0,1.0,5.0,1.0,FR359-sw-20,dev,,sw
14,reference,"Kumekuwa na kupungua polepole katika TFR kwa muda, kutoka watoto 6.0 kwa kila mwanamke mwaka wa 1990 hadi 5.3 mwaka wa 2018.",1.0,1.0,11.0,1.0,FR359-sw-20,dev,,sw
11,ssa_mt5,"Kwa jumla, 28% ya kaya zina usambazaji wa ITN, huku 40% zilipatikana kwa kampeni za usambazaji wa ujauzito.",1.0,0.0,,,MIS31-sw-12,test,,sw
12,mt5_xxl,"Asilimia 62 ya ITN katika kaya zilizohojiwa ziliztoka kwa kampeni za usambazaji mkubwa, 4% ziliztoka kwa ziara za chanjo, na 1% ziliztoka kwa usambazaji wa ANC.",1.0,1.0,4.0,1.0,MIS31-sw-12,test,,sw
13,reference,Ziara za utunzaji wa ujauzito (ANC) na Mpango wa Chandarua Shuleni (SNP) zote zilitoa 4% ya ITN.,1.0,1.0,4.0,1.0,MIS31-sw-12,test,,sw
14,mt5_small,"15% pekee ya kaya zinamiliki angalau ITN, ikilinganishwa na 5% ya kaya zinazohusika na 5% ya kaya zinazohusika.",0.0,,,,MIS31-sw-12,test,,sw
11,ssa_mt5,"Asilimia kumi na tano ya wanawake ambao wameolewa ndio wameolewa au wameolewa, haswa badilikabadilika, kutoka 79% mwaka wa 2008.",0.0,,,,FR302-FR306-sw-21,dev,,sw
12,reference,"Mnamo 2014, asilimia 58 ya wanawake ambao wameolewa waliounga mkono tohara ya wanawake, ilipungua kutoka asilimia 63 mwaka wa 2008.",1.0,1.0,5.0,1.0,FR302-FR306-sw-21,dev,,sw
13,mt5_small,"Since mwaka wa 2008, 72% ya wanawake ambao wameolewa na wanaume walikuwa wameolewa na wanaume walikuwa wameolewa na wanaume walikuwa wameolewa na wanaume walikuwa wameolewa na wanaume walikuwa wameolewa na wanaume walikuwa wameolewa na wanaume walikuwa wameolewa na wanaume walikuwa wameolewa na wanaume walikuwa wameolewa na wanaume walikuwa wameolewa na wanaume walikuwa wameolewa na wanaume walikuwa wameolewa na wanaume walikuwa wameolewa na wanaume walikuwa wameolewa na wanaume walikuwa wameolewa.",0.0,,,,FR302-FR306-sw-21,dev,,sw
14,mt5_xxl,"Miongoni mwa wanawake ambao wameolewa na wana, idadi ya wanawake ambao wanataka matendo hayo yaendelee ilipungua pakubwa kutoka asilimia 82 mwaka wa 1995 hadi asilimia 58 mwaka wa 2014.",0.0,,,,FR302-FR306-sw-21,dev,,sw
9,mt5_xxl,Ufikiaji wa huduma za ugonjwa wa kifua kikuu umeongezeka pakubwa kutoka idadi ya chini ya wagonjwa waliopokea huduma katika utafiti wa 2006 hadi idadi ya juu ya wagonjwa waliopokea huduma katika utafiti wa 2014-15.,1.0,1.0,5.0,1.0,SPA22-sw-31,test,,sw
10,ssa_mt5,Ufuatiliaji wa ugonjwa wa kifua kikuu (asilimia 88) na asilimia ya wanawake wa miaka 15-49 nchini Tanzania vinatoa kifurushi cha huduma za afya kwa umma.,0.0,,,,SPA22-sw-31,test,,sw
11,mt5_small,Ufuatiliaji wa ufuatiliaji wa ugonjwa wa kifua kikuu katika utafiti wa NMIS wa 2014-15 yalionyesha kuwa idadi ya huduma za ufuatiliaji wa ugonjwa wa kifua kikuu katika utafiti wa NMIS wa 2014-15 na utafiti wa NMIS wa 2014-15.,0.0,,,,SPA22-sw-31,test,,sw
12,reference,Itifaki za matibabu ya ugonjwa wa kifua kikuu kwa viashiria vyote vya huduma ya matibabu zinatarajiwa kupatikana katika vituo vyote vya utambuzi na matibabu.,1.0,0.0,,,SPA22-sw-31,test,,sw
11,ssa_mt5,"Kwa jumla, 9% ya wanawake wa miaka 15-49 ambao wameolewa waliripoti kuwa wembamba imeongezeka kutoka 16% mwaka wa 2001.",1.0,0.0,,,SR261-sw-15,dev,,sw
12,mt5_small,Asilimia ya wanawake wa miaka 15-49 ambao wamepokea utunzaji wa kupita kiasi au wanene ilipungua kutoka 11% mwaka wa 2001.,1.0,1.0,2.0,0.0,SR261-sw-15,dev,,sw
13,mt5_xxl,Asilimia ya wanawake wanene iliongezeka kutoka 9% mnamo 1995-96 hadi 28% mwaka wa 2018.,1.0,1.0,11.0,1.0,SR261-sw-15,dev,,sw
14,reference,"Kwa ulinganishi, 28% ya wanawake ni wazito kupita kiasi au ni wanene.",1.0,1.0,5.0,1.0,SR261-sw-15,dev,,sw
9,mt5_xxl,Asilimia thelathini na nane ya wanawake na 8% ya wanaume hawana elimu.,1.0,1.0,4.0,1.0,SR238-sw-2,test,,sw
10,mt5_small,Asilimia ya wanawake na wanaume walio na elimu ya juu wana uwezekano mkubwa zaidi wa kuhudhuria elimu ya shule ya sekondari au elimu ya juu.,1.0,0.0,,,SR238-sw-2,test,,sw
11,reference,Zaidi ya theluthi moja ya wanawake na wanaume 3 kati ya 10 walihudhuria shule ya msingi pekee.,1.0,1.0,5.0,1.0,SR238-sw-2,test,,sw
12,ssa_mt5,"Asilimia ya wanawake na wanaume walio na elimu ya sekondari au elimu ya juu wana uwezekano mkubwa zaidi wa kuhudhuria elimu ya sekondari au elimu ya juu zaidi wa wanawake wa miezi 30 ikilinganishwa na wanawake wa miezi 30 hadi 19, ikilinganishwa na wanawake wa miezi 30 hadi 29 katika wanawake wa miezi 45-49.",0.0,,,,SR238-sw-2,test,,sw
18,mt5_small,.,0.0,,,,SPA22-sw-11,test,,sw
19,reference,"Dawa/vifaa vitatu muhimu, yaani ORS, mebendazole/albendazole, na tiba ya mchanganyiko wa artemisinin (ACT) vilikuwepo siku ya ziara ya utafiti katika karibu asilimia 90 ya vifaa vinavyotoa utunzaji wa uponyaji kwa watoto wagonjwa.",1.0,1.0,7.0,1.0,SPA22-sw-11,test,,sw
20,mt5_xxl,"Upatikanaji wa dawa na vifaa muhimu katika vituo vingi vya afya nchini Nijeria ni juu kiasi (90%), chini kiasi (45%) na ubora wa chini zaidi wa sindano ya pGentamycin (37% katika vituo vingi vya afya).",1.0,1.0,20.0,1.0,SPA22-sw-11,test,,sw
21,ssa_mt5,"Kwa jumla, 56% ya vituo vinavyotoa huduma za afya zinapatikana katika angalau idadi ya chini ya nusu ya vituo.",0.0,,,,SPA22-sw-11,test,,sw
15,mt5_small,"Mafi ya vituo vya afya zinapatikana sana katika asilimia 84 ya watoto waliopokea chanjo zote za msingi, ikifuatwa na asilimia 58 ya watoto waliopokea chanjo zote za msingi.",0.0,,,,FR229-sw-19,test,,sw
16,mt5_xxl,"Asilimia 77 ya watoto walio na umri wa miezi 12-23 wamepokea chanjo zote za msingi, ukichukulia kuwa asilimia 3 ya watoto walipokea chanjo zote za msingi.",1.0,1.0,5.0,1.0,FR229-sw-19,test,,sw
17,ssa_mt5,"Kwa jumla, asilimia ya watoto walipokea chanjo maalum ya chini ya asilimia 84 walipokea chanjo ya surua, na asilimia 92 walipokea chanjo ya surua.",0.0,,,,FR229-sw-19,test,,sw
18,reference,"Matumizi yanapungua kwa dozi zinazofuatia, huku asilimia 86 ya watoto wakipokea dozi tatu zilizopendekezwa za homa ya manjano B (DPT-HepB-Hib) na asilimia 88 wakipokea dozi zote tatu za polio.",1.0,1.0,13.0,1.0,FR229-sw-19,test,,sw
9,reference,"Miongoni mwa kaya za mjini, 59% wana maji ya mfereji kwenye nyumba/shamba/ploti zao, 37% wanatumia maji ya chupa, na 2% wanatumia maji ya mvua.",1.0,1.0,7.0,1.0,FR346-sw-1,test,,sw
10,mt5_small,"39% ya kaya zina maji ya kunywa ya kaya, ukichukulia kwamba maji ya kupika/kwanda miwili au zaidi ya nusu ya kaya zina maji ya kunywa ya kaya.",0.0,,,,FR346-sw-1,test,,sw
11,ssa_mt5,"Kwa jumla, 56% ya kaya za Nijeria waliripoti kuwa walipata maji ya kupika/kwenye miwili.",1.0,0.0,,,FR346-sw-1,test,,sw
12,mt5_xxl,Asilimia ya kaya za mjini na vijijini zinazotegemea maji ya mfereji katika nyumba/yadi/shamba iliongezeka kutoka 2% katika utafiti wa EDHS wa 2014 hadi 7% katika utafiti wa EDHS wa 2015.,1.0,0.0,,,FR346-sw-1,test,,sw
17,reference,Ufikiaji wa IPTp 3+ huanzia 7% katika Alibori hadi 26% katika Mono,1.0,1.0,25.0,1.0,OD78-sw-29,dev,,sw
18,mt5_small,IPTp3+ huanzia 7% katika Alibori hadi 69% katika Mono.,1.0,1.0,24.0,1.0,OD78-sw-29,dev,,sw
19,mt5_xxl,"Asilimia ya wanawake waliopokea dozi tatu au zaidi za SP/Fansidar wakati wa ziara za utunzaji ujauzito inatofautiana pakubwa baina ya idara, kutoka 7% katika Alibori hadi 26% katika Mono.",1.0,1.0,25.0,1.0,OD78-sw-29,dev,,sw
20,ssa_mt5,Ufikiaji wa IPTp3+ huanzia 63% katika Alibori hadi 28% katika Mono.,1.0,1.0,3.0,1.0,OD78-sw-29,dev,,sw
9,reference,"Kumnyonyesha mtoto maziwa ya mama pekee, njia inayopendekezwa katika kipindi cha miezi minne au sita ya kwanza ya maisha ya mtoto, kiwango chake kiko juu katika mwezi mmoja wa kwanza kinashuka na kufikia asilimia 25 kwa watoto wa miezi miwili hadi mitatu na asilimia 16 tu kwa watoto wenye umri wa miezi minne hadi mitano.",1.0,0.0,,,SR280-sw-10,dev,,sw
10,mt5_xxl,Asilimia ya watoto wanaonyonyeshwa kwa jumla katika miezi ya kwanza baada ya kujifungua inaonyesha kuwa watoto wengi walio na umri wa chini ya miaka 3 walinyonyeshwa kwa jumla kwa njia ya titi la mama.,1.0,0.0,,,SR280-sw-10,dev,,sw
11,mt5_small,"14% ya watoto wenye miezi 6-59 wanajua kupata vitamini A katika kipindi cha miezi 6 iliyopita, ongezeko la vitamini A miongoni mwa watoto walio na miezi 6-59.",1.0,1.0,3.0,0.0,SR280-sw-10,dev,,sw
12,ssa_mt5,"Kwa mfano, asilimia hamsini na sita ya watoto walio na miezi 6-59 walipokea chakula na ongezeko la vitamini A, ikilinganishwa na asilimia 14 pekee ya watoto walio na miezi 9-11 hadi asilimia 14 pekee ya watoto walio na miezi 48-59.",1.0,0.0,,,SR280-sw-10,dev,,sw
14,mt5_xxl,Asilimia ya wanawake ambao wameolewa na wanaume walio na umri wa miaka 15-49 wanaokubali kuwa mume ana haki ya kumpiga mke wake kutokana na sababu maalum ni chini kiasi ikilinganishwa na wanaume,1.0,1.0,27.0,1.0,FR346-sw-71,test,,sw
15,ssa_mt5,"Miongoni mwa wanawake, 28% ya wanawake wanakubali kuwa mume ana haki ya kumpiga mke wake kutokana na uhusiano na mwanaume kwingine.",1.0,1.0,3.0,0.0,FR346-sw-71,test,,sw
16,reference,Wanawake wana uwezekano mkubwa wa kukubali kuwa mume ana haki ya kumpiga mke wake iwapo ana mahusiano na mwanaume mwingine (42%).,1.0,1.0,3.0,0.0,FR346-sw-71,test,,sw
17,mt5_small,"Huku zaidi ya wanawake ambao wameolewa na wanaume wana haki ya kumpiga mke wake kutokana na sababu ya mume wake, 12% ya wanawake ambao wameolewa na 7% ya wanaume wanakubali kuwa kumpiga mke wake kutokana na sababu ya mume wake.",0.0,,,,FR346-sw-71,test,,sw
8,reference,asilimia ya msambao wa wanawake waliozaa katika kituo cha afya katika miaka mitano kabla ya utafiti kwa kigezo cha kipindi cha kukaa katika kituo hicho na aina ya kuzaa.,1.0,1.0,3.0,1.0,FR293-sw-18,test,,sw
9,mt5_small,"29% ya wanawake waliozaa katika kituo cha afya baada ya kuzaa walizaa kwa njia ya kawaida, lakini 11% walizaa kwa njia ya kawaida.",0.0,,,,FR293-sw-18,test,,sw
10,mt5_xxl,Asilimia ishirini na nane ya wanawake waliozaa kwa njia ya kawaida walikaa katika kituo cha afya kwa siku mbili au chini zaidi.,1.0,0.0,,,FR293-sw-18,test,,sw
11,ssa_mt5,"Kwa jumla, 9% ya wanawake waliozaa katika kituo cha afya baada ya kuzaa.",0.0,,,,FR293-sw-18,test,,sw
10,mt5_small,Asilimia ya watoto wanaozingatia kuwa wembamba zaidi ya watoto wa miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na miaka 5 walio na mi,0.0,,,,FR302-FR306-sw-19,test,,sw
11,ssa_mt5,"Kwa jumla, uzazi umeongezeka kwa haraka tangu mwaka wa 2000.",1.0,0.0,,,FR302-FR306-sw-19,test,,sw
12,mt5_xxl,Asilimia ya watoto wa chini ya miaka 5 waliodumaa ilipungua pakubwa kutoka asilimia 23 mnamo 2000 hadi asilimia 21 mwaka wa 2014.,1.0,1.0,8.0,0.0,FR302-FR306-sw-19,test,,sw
13,reference,Kielelezo 12.5 kinaonyesha asilimia katika hali ya lishe wakati wa kipindi kati ya tafiti za EDHS za 2000 na 2014 miongoni mwa watoto walio na umri wa chini ya miaka mitano.,1.0,1.0,8.0,1.0,FR302-FR306-sw-19,test,,sw
12,ssa_mt5,Asilimia ya wanawake na wanaume walio na elimu ya sekondari inaongezeka kadri ambavyo elimu ya sekondari inaongezeka kutoka 16% miongoni mwa wanawake na 10% miongoni mwa wanaume,0.0,,,,SR196-sw-2,test,,sw
13,mt5_xxl,Asilimia thelathini na tano ya wanawake na 9% ya wanaume hawana elimu.,1.0,1.0,4.0,1.0,SR196-sw-2,test,,sw
14,reference,Zaidi ya nusu ya wanawake na wanaume wamehitimu elimu ya msingi.,1.0,1.0,5.0,1.0,SR196-sw-2,test,,sw
15,mt5_small,29% ya wanawake na 17% ya wanawake wana elimu ya sekondari.,0.0,,,,SR196-sw-2,test,,sw
11,mt5_small,Asilimia ya wanawake wanaoishi katika Jumla ya kiwango cha Uzazi vinapungua kutoka asilimia 8.1 mwaka wa 1990 hadi asilimia 4.6 mwaka wa 2012.,1.0,1.0,8.0,1.0,FR229-sw-8,test,,sw
12,mt5_xxl,Jumla ya kiwango cha uzazi nchini Kenya ilipungua pakubwa kutoka watoto 8.1 kwa kila mwanamke mnamo 1975 hadi watoto 4.6 kwa kila mwanamke mnamo 2006.,1.0,1.0,13.0,1.0,FR229-sw-8,test,,sw
13,reference,"Hata hivyo, uwezo wa uzazi ulionekana kuongezeka, ingawa kidogo, baada ya 1998, hadi TFR ya watoto 4.9 kwa kila mwanamke wakati wa kipindi cha 2000-02",1.0,1.0,5.0,1.0,FR229-sw-8,test,,sw
14,ssa_mt5,Jumla ya kiwango cha uzazi inapungua kutoka watoto 8.1 kwa kila mwanamke hadi watoto 4.6 kwa kila mwanamke.,1.0,1.0,13.0,1.0,FR229-sw-8,test,,sw
12,mt5_small,Viwango vya vifo vya watoto wa miaka mitano vinapungua pakubwa kutoka 15.2% mnamo 1990 hadi 18.9% mwaka wa 2012.,1.0,1.0,3.0,1.0,TR8-sw-25,dev,,sw
13,reference,"Viwango vya vifo vya watoto wanaozaliwa papo, au vifo katika mwezi wa kwanza huonekana kufuata mtindo wa umbo la U, kupungua hadi 2007 na kisha kuongezeka tena.",1.0,1.0,17.0,1.0,TR8-sw-25,dev,,sw
14,ssa_mt5,Viwango vya vifo vya watoto wachanga kinatofautiana sana katika miaka miwili kabla ya kupungua kwa hatari ya kuongezeka kutoka mwaka wa 1990 hadi mwaka wa 2012,0.0,,,,TR8-sw-25,dev,,sw
15,mt5_xxl,Viwango vya vifo vya watoto wachanga na watoto wachanga waliozaliwa hai vimeongezeka pakubwa kutoka 1990 hadi 2009,1.0,1.0,13.0,1.0,TR8-sw-25,dev,,sw
9,mt5_xxl,Asilimia ya kaya zilizo na chanzo cha maji kilichoboreshwa ipo juu katika maeneo ya mjini (95%) zaidi ya maeneo ya vijijini (62%).,1.0,1.0,5.0,1.0,SR261-sw-1,test,,sw
10,reference,Kaya za mjini zina uwezekano wa zaidi ya mara mbili wa kuwa na umeme ikilinganishwa na kaya za vijijini (85% ikilinganishwa na 38%).,1.0,1.0,5.0,1.0,SR261-sw-1,test,,sw
11,ssa_mt5,.,0.0,,,,SR261-sw-1,test,,sw
12,mt5_small,"29% ya kaya zina maji ya kunywa, na 38% zina maji ya kunywa.",0.0,,,,SR261-sw-1,test,,sw
9,mt5_small,12% ya wanawake ambao wamesoma sana au zaidi ipo juu miongoni mwa wanawake ambao hawana elimu ya juu.,0.0,,,,SR220-sw-1,test,,sw
10,reference,Zaidi ya nusu kiasi (53%) ya wanawake wa Yemeni wanajua kusoma na kuandika.,1.0,0.0,,,SR220-sw-1,test,,sw
11,ssa_mt5,"Kwa jumla, 44% ya wanawake wa miaka 15-49 walio na elimu ya juu wana elimu ya juu.",0.0,,,,SR220-sw-1,test,,sw
12,mt5_xxl,Asilimia thelathini na moja ya wanawake wa miaka 15–49 hawana elimu.,1.0,0.0,,,SR220-sw-1,test,,sw
10,mt5_small,75% pekee ya wanawake ambao wameolewa walio na umri wa miaka 15-49 ambao wako kwa ndoa haviwezi kulinganishwa moja au moja kati ya maamuzi hayo matatu yaliyotajwa.,0.0,,,,SR238-sw-24,test,,sw
11,ssa_mt5,Ushiriki wa wanawake katika maamuzi yote matatu zaidi hushiriki katika maamuzi hayo matatu yaliyo tajwa hapo juu zaidi.,0.0,,,,SR238-sw-24,test,,sw
12,mt5_xxl,"Wanawake wengi hushiriki katika maamuzi kuhusu huduma yao ya afya (75%), manunuzi makuu ya nyumba (81%) na kutembelea familia au jamaa (88%).",1.0,1.0,7.0,1.0,SR238-sw-24,test,,sw
13,reference,Robo tatu ya wanawake hushiriki katika maamuzi kuhusu huduma yao ya afya.,1.0,1.0,3.0,0.0,SR238-sw-24,test,,sw
24,reference,Kudumaa ni ishara ya lishe isiyotosha.,1.0,0.0,,,SR238-sw-18,test,,sw
25,mt5_small,.,0.0,,,,SR238-sw-18,test,,sw
26,ssa_mt5,"Kwa jumla, 48% ya watoto wa chini ya miaka mitano waliodumaa, ikilinganishwa na 51% ya watoto wa chini ya miaka mitano.",0.0,,,,SR238-sw-18,test,,sw
27,mt5_xxl,Kudumaa huanzia chini ya 22% katika Mkoa wa Cabinda hadi zaidi ya 51% katika Mkoa wa Bié.,1.0,1.0,37.0,1.0,SR238-sw-18,test,,sw
11,mt5_small,"Vifo vya watoto wa chini ya miaka 5 ni sawa katika kaya maskini zaidi hadi kaya tajiri zaidi (vifo 87 kwa kila watoto 1,000 waliozaliwa hai)",1.0,0.0,,,SR238-sw-13,dev,,sw
12,reference,"Viwango vya vifo hutofautiana kwa kigezo cha eneo, mkoa, na utajiri wa kaya kwa kipindi cha miaka kumi kabla ya utafiti huu.",1.0,1.0,6.0,1.0,SR238-sw-13,dev,,sw
13,ssa_mt5,"Vifo vya watoto wa chini ya miaka 5 vipo juu zaidi miongoni mwa watoto wa chini ya miaka 5 (vifo 183 kwa kila watoto 1,000 waliozaliwa hai) na chini zaidi miongoni mwa watoto wa chini ya miaka 5 (vifo 83 kwa kila watoto 1,000 waliozaliwa hai).",0.0,,,,SR238-sw-13,dev,,sw
14,mt5_xxl,"Vifo vya watoto wa chini ya miaka 5 vinapungua kadri ambavyo utajiri unavyoongezeka, kutoka vifo 102 kwa kila watoto 1,000 waliozaliwa hai miongoni mwa watoto kutoka kaya maskini zaidi hadi vifo 39 kwa kila watoto 1,000 waliozaliwa hai miongoni mwa watoto kutoka kaya tajiri zaidi.",1.0,1.0,11.0,1.0,SR238-sw-13,dev,,sw
17,mt5_xxl,Asilimia ya watoto walio na umri wa miezi 12-23 walio na umri wa miezi 12-23 walio na umri wa miezi 12-23 walio na umri wa miezi 12-23 walio na umri wa miezi 12-23 walio na umri wa miezi 12-23 walio na umri wa miezi 12-23 walio na umri wa miezi 12-23 walio na umri wa miezi 12-23 walio na umri wa miezi 12-23 walio na umri wa miezi 12-23 walio na umri wa miezi 12-23 walio na umri wa miezi 12-23 walio na umri wa miezi 12-23 walio na umri wa miezi 12-23 walio na umri wa miezi 12-23 walio na umri wa miezi 12-23 walio na umri wa miezi 12-23 walio na umri wa miezi 12-23 walio na umri wa miezi 12-23 walio na umri wa miezi 12-23 walio na umri wa miezi 12-23 walio na umri wa miezi 12-23 walio na umri wa miezi 12-23,0.0,,,,SR280-sw-7,test,,sw
18,reference,"Chanjo za mwanzo ambazo ni za kuzuia kupooza (asilimia 93) na ya DPT (asilimia 92) ndizo ambazo zinatumika sana, marudio ya tatu ya chanjo hizo yameshuka hadi kufikia asilimia 80 na 81 kwa kila moja.",1.0,1.0,7.0,1.0,SR280-sw-7,test,,sw
19,ssa_mt5,"Asilimia ya watoto wa chini ya miaka mitano waliripoti kuwa walipata chanjo za kujikinga na magonjwa, na asilimia ya watoto waliripoti kuwa walipata chanjo za kujikinga na magonjwa.",1.0,1.0,2.0,1.0,SR280-sw-7,test,,sw
20,mt5_small,.,,,,,SR280-sw-7,test,,sw
24,ssa_mt5,Vifo vya watoto wa chini ya miaka 5 vipo juu zaidi katika maeneo ya mjini (asilimia 47) zaidi ya maeneo ya vijijini (asilimia 58).,0.0,,,,FR308-sw-9,test,,sw
25,mt5_xxl,"Vifo vya watoto wa chini ya miaka 5 vinaanzia vifo 42 kwa kila watoto 1,000 waliozaliwa hai katika ukanda wa Kati hadi vifo 82 kwa kila watoto 1,000 waliozaliwa hai katika ukanda wa Magharibi.",1.0,1.0,14.0,1.0,FR308-sw-9,test,,sw
26,reference,"utofauti katika idadi ya vifo vya watoto mapema kwa vigezo vya makao, ukanda, kiwango cha elimu ya mama, na utajiri wa kaya.",1.0,1.0,4.0,1.0,FR308-sw-9,test,,sw
27,mt5_small,Vifo vya watoto wa chini ya miaka 5 vinaanzia 32% katika kanda za Katavi hadi 71% katika kanda za Mara na Mjini.,1.0,0.0,,,FR308-sw-9,test,,sw
8,reference,"Ilivyokuwa hali katika vurugu ya kimwili, wanawake waliopewa talaka, kutengana, au kuachwa wajane walikuwa na uwezekano wa kuwa (15%) wa kupitia vurugu za kingono ikilinganishwa na wanawake ambao wameolewa (9%) na wale ambao hawajawahi kuolewa (8%).",1.0,1.0,8.0,1.0,FR359-sw-85,dev,,sw
9,ssa_mt5,"Kwa jumla, 9% ya wanawake wa miaka 15-49 wamewahi kupitia vurugu ya kimwili tangu umri wa miaka 15-49",1.0,1.0,1.0,0.0,FR359-sw-85,dev,,sw
10,mt5_small,29% pekee ya wanawake ambao wameolewa au wanaishi pamoja wana uwezekano mkubwa wa kutafuta vurugu za kimwili tangu umri wa miaka 15 ikilinganishwa na 67% ya wanawake ambao wameolewa au wanaishi pamoja.,0.0,,,,FR359-sw-85,dev,,sw
