bcp_47_code	iso_639_3_code	english_name	endonym	estimated_number_of_speakers	writing_systems	locales	cldr_official_status	endangerment_status	is_macrolanguage	macrolanguage_bcp_47_code	individual_language_bcp_47_code	iso_639_2b_code	deprecated_bcp_47_code	glottocode	wikidata_id	wikidata_description
see	see	Seneca		8000	Latn	US		Critically endangered	False					sene1264	Q1185133	Iroquoian language, spoken in western New York at the time of European contact
sef	sef	Cebaara Senoufo	Cebaara	1200000	Latn	CI, ML		Not endangered	False					ceba1235	Q10975121	
seg	seg	Segeju		2600000	Latn	TZ		Definitely endangered	False					sege1246	Q11732626	
seh	seh	Sena	Cisena	1400000	Latn	MZ, ZW		Not endangered	False					nucl1396	Q2964008	Bantu language
sei	sei	Seri	Davvisámegiella	900	Latn	MX		Definitely endangered	False					seri1257	Q36583	indigenous Mexican language
sej	sej	Sene			Latn	PG		Severely endangered	False					sene1263	Q7450252	
sek	sek	Sekani		200	Latn	CA		Critically endangered	False					seka1250	Q28562	
sel	sel	Selkup		1000	Cyrl	RU		Definitely endangered	False					selk1253	Q34008	
sen	sen	Nanerigé Sénoufo			Latn	BF, ML		Not endangered	False					nane1238	Q36002	Senufo language spoken in south-western Burkina Faso
seo	seo	Suarmin		140	Latn	PG		Definitely endangered	False					suar1238	Q7630513	sepik language spoken in Sandaun Province, Papua-New Guinea
sep	sep	Sìcìté Sénoufo			Latn	BF, CI, ML		Not endangered	False					sici1249	Q56787	
seq	seq	Senara Sénoufo			Latn	BF, CI, ML		Not endangered	False					sena1262	Q35210	Atlantic–Congo language of Burkina Faso and Mali
ser	ser	Serrano			Latn	US		Extinct	False					serr1255	Q3479942	language in the Serran branch of the Uto-Aztecan family
ses	ses	Koyraboro Senni Songhai	Koyraboro Senni	660000	Latn	ML		Not endangered	False					koyr1242	Q35655	
set	set	Sentani		30000	Latn	ID		Not endangered	False					nucl1632	Q3441672	
seu	seu	Serui-Laut			Latn	ID		Definitely endangered	False					seru1244	Q7455503	
sev	sev	Nyarafolo Senoufo			Latn	CI, ML		Not endangered	False					nyar1245	Q36306	
sew	sew	Sewa Bay		1500	Latn	PG		Not endangered	False					sewa1251	Q7458126	
sey	sey	Secoya		1200	Latn	EC		Definitely endangered	False					seco1241	Q3477218	
sez	sez	Senthang Chin		33000		MM		Not endangered	False					sent1260	Q7451223	
sfe	sfe	Eastern Subanen				PH		Vulnerable	False					east2694	Q63311321	
sfm	sfm	Small Flowery Miao		84000		CN		Not endangered	False	hmn				smal1236	Q7542773	
sfw	sfw	Sehwi		250000	Latn	GH		Not endangered	False					sehw1238	Q36593	Kwa language
sg	sag	Sango	Sängö	2900000	Latn	CF	Official [CF]	Not endangered	False					sang1328		
sgb	sgb	Mag-Antsi Ayta		4200	Latn	PH		Not endangered	False					maga1263	Q4356243	language of the Sambalic subgroup
sgc	sgc	Kipsigis	Kipsigis	1900000	Latn	KE		Not endangered	False	kln				kips1239	Q56339	
sgd	sgd	Surigaonon	Surigaonon	400000	Latn	PH		Not endangered	False					suri1273		
sge	sge	Segai		2000	Latn	ID		Vulnerable	False					sega1243	Q7446180	
sgh	sgh	Shughni		80000	Latn	TJ		Vulnerable	False					shug1248	Q34053	Eastern Iranian language
sgi	sgi	Suga		10000	Latn	CM		Vulnerable	False					suga1248	Q36475	
sgj	sgj	Surgujia	सरगुजिया	1500000	Deva	IN		Not endangered	False					surg1246	Q24952038	dialect in Surguja Division Of Chhattisgarh
sgk	sgk	Sangkong		1500		CN		Definitely endangered	False					sang1320	Q2945610	
sgm	sgm	Singa			Latn	UG		Extinct	False					sing1266	Q7522797	
sgp	sgp	Singpho		3000		IN		Definitely endangered	False					sing1264	Q7524158	
sgr	sgr	Sangisari		39000		IR		Vulnerable	False					sang1315	Q3394363	
sgs	sgs	Samogitian	Žemaitiu ruoda	500000	Latn	LT		Not endangered	False					samo1265	Q213434	Eastern Baltic variety spoken mostly in Samogitia, in the western part of Lithuania
sgt	sgt	Brokpake			Tibt	BT, IN		Definitely endangered	False					brok1248	Q56603	
sgu	sgu	Salas		50		ID		Severely endangered	False					sala1269	Q7403694	nearly extinct language of Seram, Indonesia
sgw	sgw	Sebat Bet Gurage	ሰባት ቤት ጉራጌ	440000	Ethi	ET		Not endangered	False					seba1251	Q2707343	Gurage language of Ethiopia
sgy	sgy	Sanglechi		2200		AF		Severely endangered	False					sang1344	Q3472220	
sgz	sgz	Sursurunga		3000	Latn	PG		Not endangered	False					surs1246	Q36511	Oceanic language
sh	hbs	Serbo-Croatian	srpskohrvatski jezik	19000000	Cyrl, Glag, Latn	RS		Not endangered	True		bs, cnr, hr, sr			sout1528	Q9301	South Slavic language
sha	sha	Shall-Zwall		8900	Latn	NG		Not endangered	False					shal1242	Q3915355	
shb	shb	Ninam		1030	Latn	BR, VE		Vulnerable	False					nina1238	Q3436586	
shc	shc	Sonde		96000	Latn	CD		Not endangered	False					sond1250	Q7560881	
shd	shd	Kundal Shahi		700		PK		Definitely endangered	False					kund1257	Q6444265	
she	she	Sheko		39000		ET		Vulnerable	False					shek1245	Q3183355	
shg	shg	Shua		2000	Latn	BW, ZW		Definitely endangered	False					shua1254	Q3501092	
shh	shh	Shoshoni		1000	Latn	US		Definitely endangered	False					shos1248	Q33811	
shi	shi	Tachelhit	Taclḥiyt	3100000	Arab, Latn, Tfng	MA		Not endangered	False					tach1250	Q34152	Berber language of southwestern Morocco
shj	shj	Shatt		30000		SD		Vulnerable	False					shat1244	Q56344	
shk	shk	Shilluk		360000	Latn	SD, SS		Not endangered	False					shil1265	Q36486	
shl	shl	Shendu				BD, IN		Not endangered	False					shen1247	Q22074616	
shm	shm	Shahrudi				IR		Definitely endangered	False					shah1254	Q7462280	
shn	shn	Shan	ၵႂၢမ်းတႆးယႂ်	3600000	Mymr	MM		Not endangered	False					shan1277	Q56482	native language of the Shan people and is mostly spoken in Shan State, Burma
sho	sho	Shanga		5400	Latn	NG		Definitely endangered	False					shan1282	Q3913931	
shp	shp	Shipibo-Conibo		26000	Latn	PE		Vulnerable	False					ship1254	Q27808515	
shq	shq	Sala		110000	Latn	ZM		Not endangered	False					sala1266	Q10961665	
shr	shr	Shi	Kishi	650000	Latn	CD		Not endangered	False					shii1238	Q3481999	Bantu language
shs	shs	Shuswap		200	Latn	CA		Definitely endangered	False					shus1248	Q3482685	
sht	sht	Shasta			Latn	US		Extinct	False					shas1239	Q56396	
shu	shu	Chadian Arabic	لهجة تشادية	2300000	Arab	TD		Not endangered	False	ar				chad1249	Q56497	variant of Arabic spoken in Chad
shv	shv	Shehri		85000	Arab, Latn	OM, YE		Definitely endangered	False					sheh1240	Q33445	Modern South Arabian language spoken in Dhofar Province in the southwest of the Oman
shw	shw	Shwai		3500		SD		Definitely endangered	False					shwa1239	Q36527	
shx	shx	She		910		CN		Severely endangered	False					shee1238	Q2605689	
shy	shy	Tachawit	Chaouïa	1400000	Arab, Latn, Tfng	DZ		Not endangered	False					tach1249	Q33274	Zenati variety of the Tamazight language spoken by the Shawi Berbers of the Awras region of eastern Algeria
shz	shz	Syenara Senoufo		160000	Latn	ML		Not endangered	False					syen1235	Q36316	
si	sin	Sinhala	සිංහල	16000000	Sinh	LK	Official [LK]	Not endangered	False					sinh1246	Q13267	Indo-Aryan language native to Sri Lanka
sia	sia	Akkala Sami			Cyrl, Latn	RU		Extinct	False					akka1237	Q35241	extinct Sami language of the Kola Peninsula in Russia
sib	sib	Sebop			Latn	MY		Vulnerable	False					sebo1238	Q7442799	
sid	sid	Sidamo	Sidaamu Afoo	3800000	Latn	ET		Not endangered	False					sida1246	Q33786	
sie	sie	Simaa			Latn	ZM		Definitely endangered	False					sima1258	Q7517329	
sif	sif	Siamou		40000	Latn	BF, CI, ML		Not endangered	False					siam1242	Q36252	
sig	sig	Paasaal		36000	Latn	GH		Not endangered	False					paas1238	Q36426	
sih	sih	Zire			Latn	NC		Extinct	False					zire1240	Q8072753	Austronesian language spoken in New Caledonia
sii	sii	Shom Peng		400		IN		Definitely endangered	False					shom1245	Q1039346	
sij	sij	Numbami		200	Latn	PG		Definitely endangered	False					numb1247	Q3346277	Austronesian language
sik	sik	Sikiana			Latn	BR, SR, VE		Definitely endangered	False					siki1239	Q3443734	
sil	sil	Tumulung Sisaala		180000	Latn	GH		Not endangered	False					tumu1242	Q25383006	
sim	sim	Mende		5700	Latn	PG		Definitely endangered	False					mend1268	Q7446815	Sepik language spoken in Papua New Guinea
sip	sip	Sikkimese		70000	Tibt	IN		Not endangered	False					sikk1242	Q35285	Tibetic language of Nepal and Sikkim, India
siq	siq	Sonia		400	Latn	PG		Severely endangered	False					soni1260	Q7561770	
sir	sir	Siri			Latn	NG		Definitely endangered	False					siri1278	Q3438729	
sis	sis	Siuslaw				US		Extinct	False					sius1254	Q2315424	
siu	siu	Sinagen		330	Latn	PG		Definitely endangered	False					sina1269	Q7521655	
siv	siv	Sumariup		80	Latn	PG		Severely endangered	False					suma1269	Q7636966	
siw	siw	Siwai		7000	Latn	PG		Not endangered	False					siwa1245	Q7532519	
six	six	Sumau		2600	Latn	PG		Not endangered	False					suma1270	Q7637021	
siy	siy	Sivandi				IR		Definitely endangered	False					siva1239	Q13269	Central Iranian language spoken in Fars Province, Iran
siz	siz	Siwi			Arab, Latn, Tfng	EG		Vulnerable	False					siwi1239	Q36814	
sja	sja	Epena		3800	Latn	CO		Vulnerable	False					epen1239	Q3055682	
sjb	sjb	Sajau Basap		6000	Latn	ID		Not endangered	False					saja1241	Q4684353	
sjd	sjd	Kildin Sami	кӣллт са̄мь кӣлл	350	Cyrl	RU		Severely endangered	False					kild1236	Q33656	Uralic language spoken in northwestern Russia
sje	sje	Pite Sami	bidumsámegiella		Latn	NO, SE		Critically endangered	False					pite1240	Q56314	Saami language
sjg	sjg	Assangori		24000	Latn	TD		Vulnerable	False					assa1269	Q3502255	
sjk	sjk	Kemi Sami			Latn	FI		Extinct	False					kemi1239	Q35871	extinct Sami language
sjl	sjl	Sajalong		28000		IN		Definitely endangered	False					saja1240		
sjm	sjm	Mapun			Latn	MY, PH		Not endangered	False					mapu1244	Q3287253	
sjo	sjo	Xibe		30000	Latn, Mong	CN		Vulnerable	False					xibe1242	Q13223	Tungusic language spoken by members of the Xibe ethnic group in Xinjiang, China
sjp	sjp	Surjapuri	सुरजापुरी	1200000	Deva	IN		Not endangered	False					surj1235	Q7645351	language in India
sjr	sjr	Siar-Lak		2100	Latn	PG		Not endangered	False					siar1238	Q3482907	Austronesian language
sjs	sjs	Senhaja De Srair				MA		Extinct	False					senh1238	Q56744	Amazigh language from Morocco
sjt	sjt	Ter Sami	saa´mekiil	2	Cyrl	RU		Severely endangered	False					ters1235	Q36656	nearly extinct Uralic language
sju	sju	Ume Sami	ubmejesámiengiälla	100	Latn	SE		Critically endangered	False					umes1235	Q56415	Sami language
sjw	sjw	Shawnee		260	Latn	US		Severely endangered	False					shaw1249	Q2669206	language of the Shawnee tribe
sk	slk	Slovak	slovenčina	4900000	Latn	SK	Official [SK]		False			slo		slov1269	Q9058	West Slavic language spoken in Slovakia
ska	ska	Skagit			Latn	US		Critically endangered	False					skag1239	Q25559652	
skb	skb	Saek			Thai	LA, TH		Definitely endangered	False					saek1240	Q36437	
skc	skc	Ma Manda		1600	Latn	PG		Not endangered	False					sauk1252	Q6720783	
skd	skd	Southern Sierra Miwok		3	Latn	US		Critically endangered	False					sout2985	Q3492334	
ske	ske	Seke		300	Latn	VU		Definitely endangered	False					seke1241	Q7534244	
skf	skf	Sakirabiá		40	Latn	BR		Critically endangered	False					saki1248	Q3304806	
skg	skg	Sakalava Malagasy	Sakalava	1210000	Latn	MG		Not endangered	False	mg				saka1291	Q12952768	
skh	skh	Sikule		20000	Latn	ID		Vulnerable	False					siku1242	Q3121081	language in Aceh
ski	ski	Sika		180000	Latn	ID		Not endangered	False					sika1262	Q33960	language spoken in Indonesia
skj	skj	Seke		5900		NP		Definitely endangered	False					seke1240	Q30226846	Language of Nepal
skm	skm	Kutong			Latn	PG		Not endangered	False					saka1292	Q6448517	
skn	skn	Kolibugan Subanon			Latn	PH		Not endangered	False					koli1253	Q18755617	
sko	sko	Seko Tengah				ID		Vulnerable	False					seko1242	Q15613270	
skp	skp	Sekapan		750		MY		Vulnerable	False					seka1248	Q7447132	
skq	skq	Sininkere		6000	Latn	BF		Definitely endangered	False					sini1242	Q3914896	
skr	skr	Saraiki	سرائیکی	28000000	Arab	PK		Not endangered	False	lah				sera1259	Q33902	Indo-Aryan language spoken in Pakistan
sks	sks	Maia		4400	Latn	PG		Not endangered	False					maia1254	Q12952760	Croisilles language spoken in Papua New Guinea
skt	skt	Sakata			Latn	CD		Not endangered	False					saka1287	Q36691	
sku	sku	Sakao		4000	Latn	VU		Not endangered	False					saka1289	Q3298421	
skv	skv	Skou		700	Latn	ID		Definitely endangered	False					nucl1634	Q3915200	language in Indonesia
skw	skw	Skepi Creole Dutch			Latn	GY		Extinct	False					skep1238	Q2522153	Dutch-based creole language
skx	skx	Seko Padang		5000	Latn	ID		Not endangered	False					seko1243	Q15613282	
sky	sky	Sikaiana		730	Latn	SB		Severely endangered	False					sika1261	Q7439242	Polynesian language
skz	skz	Sekar		450		ID		Vulnerable	False					seka1247	Q7447136	language in Papua
sl	slv	Slovenian	slovenščina	1800000	Latn	IT, SI	Official [SI]	Definitely endangered	False					slov1268	Q9063	South Slavic language spoken primarily in Slovenia
slc	slc	Sáliba			Latn	CO, VE		Critically endangered	False					sali1298	Q3441097	language of South America (slc)
sld	sld	Sissala		180000	Latn	BF		Not endangered	False					siss1242		
sle	sle	Sholaga		24000	Knda	IN		Vulnerable	False					shol1240	Q7500203	
slg	slg	Selungai Murut				ID, MY		Vulnerable	False					selu1243	Q7448844	
slh	slh	Southern Puget Sound Salish			Latn	US		Extinct	False					sout2965	Q12642471	
sli	sli	Lower Silesian	Schläsch	12000	Latn	PL		Vulnerable	False					lowe1388	Q152965	nearly extinct German dialect spoken in Silesia
slj	slj	Salumá		240	Latn	BR		Severely endangered	False					salu1254	Q7406296	
sll	sll	Salt-Yui		6500	Latn	PG		Not endangered	False					salt1242	Q7405785	
slm	slm	Pangutaran Sama		35000	Latn	PH		Not endangered	False					pang1291	Q3362086	
sln	sln	Salinan				US		Extinct	False					sali1253	Q1568938	
slp	slp	Lamaholot		180000	Latn	ID		Not endangered	False					lama1277	Q6480777	language spoken in Flores island
slq	slq	Salchuq				IR		Extinct	False					salc1238	Q56752	
slr	slr	Salar		10000	Latn	CN		Definitely endangered	False					sala1264	Q33963	
slt	slt	Sila				CN, LA, VN		Definitely endangered	False					sila1247	Q7514021	language of Asia
slu	slu	Selaru		8000	Latn	ID		Vulnerable	False					sela1259	Q7447500	Austronesian language in Central Maluku
slw	slw	Sialum		400	Latn	PG		Vulnerable	False					sial1240	Q7506694	
slx	slx	Salampasu			Latn	AO, CD		Not endangered	False					sala1268	Q7403607	
sly	sly	Selayar		140000	Latn	ID		Not endangered	False					sela1260	Q7447520	Selayaric language spoken by the Selayar people
slz	slz	Ma'Ya		5000	Latn	ID		Vulnerable	False					maya1282	Q2291492	language in Papua
sm	smo	Samoan	Gagana faʻa Sāmoa	200000	Latn	WS	Official [WS]	Not endangered	False					samo1305	Q34011	language of the Samoan Islands
sma	sma	Southern Sami	Åarjelsaemien gïele	300	Latn	NO, SE		Definitely endangered	False					sout2674	Q13293	endangered Uralic language of Scandinavia
smb	smb	Simbari		3000	Latn	PG		Not endangered	False					simb1255	Q7517427	Angan language of Papua New Guinea
smc	smc	Som		500	Latn	PG			False					somm1240	Q7559081	
smf	smf	Auwe		580	Latn	PG		Definitely endangered	False					auwe1239	Q3502072	
smg	smg	Simbali		450	Latn	PG		Not endangered	False					simb1259	Q56692	
smh	smh	Samei		20000		CN		Definitely endangered	False					same1240	Q7409269	
smj	smj	Lule Sami	julevsámegiella	1500	Latn	NO, SE		Definitely endangered	False					lule1254	Q56322	endangered Uralic language of Scandinavia
smk	smk	Bolinao		51000	Latn	PH		Vulnerable	False					boli1256	Q2669235	Austronesian language
sml	sml	Central Sama		410000	Latn	PH		Not endangered	False					cent2092	Q3470593	
smm	smm	Musasa		50000		NP		Vulnerable	False					musa1263	Q6940122	
smn	smn	Inari Sami	anarâškielâ	610	Latn	FI		Definitely endangered	False					inar1241	Q33462	Sami language spoken by the Inari Sami of Finland
smp	smp	Samaritan			Arab, Hebr, Samr	145		Extinct	False					sama1313	Q56502	language used liturgically by the Samaritans
smq	smq	Samo		900	Latn	PG		Not endangered	False					samo1303	Q7409884	language spoken in Papua New Guinea
smr	smr	Simeulue			Latn	ID		Not endangered	False					sime1241	Q2992833	language in Aceh
sms	sms	Skolt Sami	sääʹmǩiõll	610	Latn	FI	Regional official [FI]	Critically endangered	False					skol1241	Q13271	a Sami language in Finland, Russia, Norway
smt	smt	Simte		10000	Latn	IN		Definitely endangered	False					simt1238	Q7521268	
smu	smu	Somray		4100		KH			False					somr1240	Q6583612	
smv	smv	Samvedi		60000		IN		Not endangered	False					samv1238	Q6345632	
smw	smw	Sumbawa	basa Semawa	300000	Latn	ID		Not endangered	False					sumb1241	Q3182585	language spoken predominantly by the Sumbawa ethnic group native to the Sumbawa island in Indonesia
smx	smx	Samba		32000	Latn	CD		Vulnerable	False					samb1309	Q11120157	
smy	smy	Semnani		60000		IR		Vulnerable	False					semn1249	Q14531212	one of the local languages of the Semnan Province of Iran
smz	smz	Simeku			Latn	PG		Not endangered	False					sime1242	Q7517534	
sn	sna	Shona	Chishona	12000000	Latn	ZW	Official [ZW]	Not endangered	False					shon1251	Q34004	Bantu language of Zimbabwe and Mozambique
snc	snc	Sinaugoro		18000	Latn	PG		Not endangered	False					sina1266	Q4170719	
sne	sne	Bau Bidayuh			Latn	ID, MY		Vulnerable	False					baub1235	Q2891938	
snf	snf	Noon		38000	Latn	SN	Regional official [SN]	Vulnerable	False					noon1242	Q36304	
sng	sng	Sanga	Kisanga	430000	Latn	CD		Not endangered	False					sang1331	Q3438316	Bantu language
sni	sni	Sensi			Latn	PE		Extinct	False					sens1242	Q7451029	
snj	snj	Riverain Sango			Latn	CD, CF		Not endangered	False					rive1257	Q25559751	
snk	snk	Soninke	Sooninkanxanne	1200000	Latn	ML		Not endangered	False					soni1259	Q36660	Mande language spoken in West Africa
snl	snl	Sangil		170000	Latn	PH		Not endangered	False					sang1337	Q3472206	
snm	snm	Southern Ma'Di		1600000	Latn	UG		Not endangered	False					sout2828	Q15637273	
snn	snn	Siona		500	Latn	CO		Definitely endangered	False					sion1247	Q3485116	
sno	sno	Snohomish			Latn	US		Critically endangered	False					snoh1241	Q25559662	
snp	snp	Siane		29000	Latn	PG		Not endangered	False					sian1257	Q7506812	
snq	snq	Sangu		30000	Latn	GA		Not endangered	False					sang1333	Q36609	language spoken in Gabon
snr	snr	Sihan		570	Latn	PG		Not endangered	False					siha1245	Q7513400	
sns	sns	South West Bay		600	Latn	VU		Definitely endangered	False					sout2857	Q2160435	
snu	snu	Senggi		250		ID		Definitely endangered	False					seng1285	Q7929052	language in Indonesia
snv	snv	Sa'Ban			Latn	ID, MY		Vulnerable	False					saba1265	Q3474891	language of the Apo Duat subgroup
snw	snw	Selee		11000	Latn	GH		Definitely endangered	False					sele1249	Q36272	
snx	snx	Sam		700	Latn	PG		Not endangered	False					samm1244	Q7408387	
sny	sny	Saniyo-Hiyewe		1300	Latn	PG		Definitely endangered	False					sani1270	Q7418302	
snz	snz	Kou			Latn	PG		Vulnerable	False				asd	sins1241	Q7525035	
so	som	Somali	Soomaali	9200000	Arab, Latn, Osma	ET, SO	Official [SO]	Not endangered	False					soma1255	Q13275	Afroasiatic language belonging to the Cushitic branch
soa	soa	Thai Song		32000	Tavt, Thai	TH		Vulnerable	False					thai1259	Q7709159	
sob	sob	Sobei		1800	Latn	ID		Definitely endangered	False					sobe1238	Q3121035	Sarmi language
soc	soc	So		6000	Latn	CD		Not endangered	False					sode1235	Q7555138	
sod	sod	Songoora			Latn	CD		Vulnerable	False					song1300	Q7561296	
soe	soe	Songomeno		50000	Latn	CD		Not endangered	False					song1305	Q5713543	
soh	soh	Aka		300	Latn	SD		Definitely endangered	False					akaa1242	Q3450949	
soi	soi	Sonha		1500000		NP		Definitely endangered	False					sonh1238	Q12953890	
