a	ⴰ
things	ⵜⵉⵖⴰⵡⵙⵉⵡⵉⵏ
think	ⵅⴻⵎⵎⴻⵎ
third	ⵡⵉⵙ ⴽⵔⴰⴹ
thirsty	ⴼⴰⴷ
thirteen	ⵎⵔⴰⵡ ⴷ ⴽⵕⴰⴹ
thirty	ⴽⵔⴰⴷ ⵏ ⵜⵎⴻⵔⵡⵉⵏ
this	ⴰⵢⴰⴳⵉ
this is	ⴷ ⴰⵢⴰⴳⵉ
thorough	ⵙⵉⵍⵇⵉ
thoroughly	ⴰⴽⴽⴻⵏ ⵉⵍⴰⵇ
those	ⵡⵉⴷ
though	ⵖⴰⵙ ⴰⴽⴽⴻⵏ
thought	ⵜⵉⴽⵜⵉ
thought	ⵢⴻⵖⵉⵍ
thoughtful	ⵢⴻⵖⵉⵍ
thoughts	ⵢⴻⵜⵅⴻⵎⵎⵉⵎ
thousand	ⴰⴳⵉⵎ
thread	ⴰⵎⵔⴰⵔ
threat	ⴰⵙⵉⴳⵡⴰⴷ
threaten	ⵢⴻⴳⴳⴻⵣ
three	ⴽⵔⴰⴹ
threshold	ⵜⴰⵣⵡⴰⵔⴰ
thrilled	ⵙⵙⴻⵄⴷ
thrive	ⴰⴷ ⵜⴳⴻⵔⵔⴻⵣ
throat	ⴰⴳⴻⵔⵊⵓⵎ
through	ⵙⵔⵉⴷ
throughout	ⴷⴻⴳ ⵢⴰⵍ
throw	ⴰⵜⴻⴳⴻⵛ
thumb	ⴰⴷⴻⴱⵓⵣ
thunder	ⵔⵔεⴻⴹ
Thursday	ⴰⵎⵀⴰⴷ
thus	ⴰⴽⴽⴰ
tick	ⵜⴰⵙⴻⵍⵍⵓⴼⴻⵜ
tide	ⴰⵏⴳⵉ
tidy	ⵙⵙⴻⵎⵙⴰⵡⴰⵢ
tie	ⵢⴻⵇⵇⴻⵏ
tiger	ⴰⴽⵙⵉⵍⴰⴽⵙⵉⵍ
tight	ⴹⴻⵢⵉⵇ
Tigrinya	ⵜⵉⴳⵔⵉⵏⵢⴰ
time	ⴰⴽⵓⴷ
timid	ⵜⴰⴽⵙⵉⵍⵜ
tiny	ⴰⵎⴻⵛⵟⵓⵃ
tip	ⵜⴻⵏⵚⵉⵃⵉⵏ
tips	ⵉⵖⴻⴼ
tire	ⵜⵉⵏⴳⴻⵙ
tired	ⵄⴻⵢⵢⵓ
tissue	ⵜⴰⵎⴻⵛⵡⴰⵔⵜ
title	ⴰⵣⵡⴻⵍ
to	ⵉ
to be	ⴰⴷ ⵢⵉⵍⵉ
toast	ⴰⵖⵔⵓⵎ
today	ⴰⵙⵙⴰ
toddler	ⴰⵇⵔⵓⵊ
toes	ⵜⵉⴼⴻⴷⵏⵉⵏ
together	ⵍⵡⴰⵃⵉ
toilet	ⴰⴱⴷⵓⵣ
told	ⵢⴻⵏⵏⴰⵯⵢⴰⵙ
tolerance	ⴰⵙⵓⵔⴻⴼ
tolerate	ⴰⴳⴻⵍⵍⴻⵣ
tomato	ⵜⵓⵎⴰⵟⵉⵛ
tomorrow	ⴰⵣⴻⴽⴽⴰ
tongue	ⵉⵍⴻⵙ
tonight	ⵉⴹⵯⴰ.
too	ⵓⵍⴰ ⴷ
took	ⵢⴻⵡⵡⵉ
tool	ⴷⴷⵓⵣⴰⵏ
tools	ⴷⴷⵓⵣⴰⵏ
tooth	ⵜⵓⵖⵎⴻⵙⵜ
top	ⴰⴼⴻⵍⵍⴰ
topic	ⴰⵙⴻⵏⵜⴻⵍ
torn	ⵢⴻⵙⵖⴻⵔⵙ
torture	ⵉⴼⴽⴻⵔ
total	ⵉⵖⵢⴻⵖⴻⵏ
touch	ⴰⵏⴰⵍⵉ
tough	ⵢⴻⵇⵇⵓⵔⴻⵏ
tour	ⵜⴰⴱⴻⵔⵏⵉⵏⴻⵜ
toward	ⵖⴻⵔ
towards	ⵖⴻⵔ
towel	ⵜⴰⵙⴼⴻⴹⵜ
town	ⵜⴰⵎⴷⵉⵏⵜ
toxic	ⵜⴻⵅⵏⴻⵇ
trace	ⵢⴻⴹⴼⴻⵔ
track	ⴰⴱⵔⵉⴷ
trade	ⵙⵜⴻⴳ
tradition	ⴰⵏⵙⴰⵢ
traditional	ⵉⵄⴻⴷⴷⴰⵜ
traffic	ⵜⴰⵎⵙⵓⵖⴻⵍⵜ
trail	ⴰⴱⵔⵉⴷ
train	ⵜⴰⵎⴰⵛⵉⵏⵜ
training	ⴰⵙⴻⵍⵎⴰⴷ
trait	ⵜⵉⴽⵍⵉⵡⵉⵏ
traits	ⵜⵉⵎⵙⴰⵍ
transfer	ⵛⴻⴳⴳⴻⵄ
transition	ⴰⵙⴻⴳⴱⴰⵜ
translate	ⵜⵔⴻⵊⵎⴰⵜ
transparent	ⵜⴰⴼⵔⴰⵡⴰⵏⵜ
transport	ⵜⵉⴷⵉⵙⵜ
transportation	ⴰⵙⵉⵡⴻⴹ
trap	ⵜⵉⴼⵅⴻⵜ
trash	ⴰⵎⵓⵔ
trauma	ⵉⴷⴻⴷⴷⵉⵙⴻⵏ
travel	ⴰⴷ ⵉⵔⵓⵃ
tray	ⴰⵙⴻⵙⵎⴰⵍ
treasure	ⴰⴳⴻⵔⵔⵓⵊ
treat	ⴰⴼⵓⴷ
treatment	ⵢⴻⵜⵜⴷⴰⵡⵉ
tree	ⵜⵟⴻⵊⵔⴰ
tremendous	ⴰⵎⴻⵇⵇⵔⴰⵏ
trend	ⴰⵄⴰⵏⴻⴷ
trial	ⵛⵛⵕⴻⵄ
trick	ⵉⴽⴻⵍⵍⴻⵅ
tried	ⵢⴻⵄⵔⴻⴹ
trigger	ⵏⴽⴻⵔ
trim	ⵜⵛⴰⵔ
trip	ⵜⵉⴽⵍⵉ
trouble	ⵓⵀⵓⵔ
trousers	ⵉⵙⴻⴱⴱⴰⴹⴻⵏ
truck	ⴰⴽⴰⵎⵢⵓⵏ
true	ⴷ ⵜⵉⴷⴻⵜ
trunk	ⴰⴳⴻⵎⵎⴰⵢ
trust	ⴼⵍⴻⵙ
truth	ⵜⵉⴷⴻⵜ
try	ⵄⵔⴻⴹ
Tsonga	ⵜⵙⵓⴳⵏⴰ
tube	ⴰⵊⴻεⴱⵓⴱ
Tuesday	ⴰⵙⵙ ⵏ ⵜⵍⴰⵜⴰ
tuition	ⵜⵉⵖⵔⵉ
turkey	ⵜⵓⵔⴽ
turmeric	ⵣεⴻⴼⵔⴰⵏ
turn	ⴷⴻⵡⴻⵔ
turtle	ⴰⵎⵀⴻⵜⵜⴰⴽ
tutor	ⴰⵙⴻⴳⴷⴻⵍ
twelve	ⵎⵔⴰⵡ ⴷ ⵙⵙⵉⵏ
twenty	ⵙⵏⴰⵜ ⵜⵎⴻⵔⵡⵉⵏ
twenty-one	ⵙⵏⴰⵜ ⵏ ⵜⵎⴻⵔⵡⵉⵏ ⴷ ⵢⵉⵡⴻⵏ
Twi	ⵜⵡⵉ
twice	ⵙⵏⴰⵜ ⵏ ⵜⵉⴽⵡⴰⵍ
twist	ⴱⴱⴻⵔⵏⴻⵏⵏⵉ
two	ⵙⵉⵏ
type	ⴰⵔⵓ
typical	ⴰⵏⴰⵡⴰⵢ
ugly	ⵉⵍⵉⴳ
ultimate	ⴰⵏⴻⴳⴳⴰⵔⵓ
umbrella	ⵜⴰⵙⵉⵡⴰⵏⵜ
unable	ⵓⵔ ⵢⴻⵣⵎⵉⵔ ⴰⵔⴰ
uncle	ⵅⴰⵜⵉ
unconscious	ⵢⴻⵏⴷⴻⵡⵡⴰⵅ
under	ⴷⴷⴰⵡ
underneath	ⴷⴷⴰⵡ
underrated	ⴰⴼⵀⴰⵎ
understand	ⴼⴻⵀⵎⴻⵖ
understood	ⵢⴻⴳⵣⴰ
unfortunately	ⴼ ⴰⵙⵃⵉⵙⵙⴻⴼ
uniform	ⵜⴰⵢⵉⵡⵏⵉⵜ
unique	ⵓⵙⵙⴰⴼ
unit	ⴰⴱⵓⵢⴰⵏ
university	ⵜⴰⵙⴻⴷⴰⵡⵉⵜ
unknown	ⵓⵔ ⵉⵜⵡⴰⵙⵙⴻⵏ ⴰⵔⴰ
unless	ⴰⵍⴰ ⵎⴰ ⵢⴻⵍⵍⴰ
until	ⴰⵍⴰⵎⵎⴰ
unusual	ⵓⴻ ⴷⵯⵢⴻⵣⴳⵉ ⴰⵔⴰ
up	ⴷⴰⵙⴰⵡⴻⵏ
up to you	ⵖⵓⵔⵯⴽ
update	ⵙⵜⴻⵎⵔⵉⵖ
upgrade	ⵙⵉⵍⴻⵖ
upon	ⵖⴻⴼ
upset	ⴰⵎⴱⵉⵡⴻⵍ
urban	ⴰⵖⴻⵎⴰⵏ
urge	ⴰⴽⵙⴰⴼ
urgent	ⴷ ⴰⵢⴻⵏ ⵉⵄⴻⴵⵍⴻⵏ
us	ⵏⴻⴽⵏⵉ
use	ⵙⴻⵇⴷⴻⵛ
used	ⵢⴻⵜⵡⴰⵙⴻⵅⴷⴰⵎ
useful	ⵉⵜⴻⵡⴰⵙⴻⵅⴷⴰⵎ
useless	ⵓⵔ ⵏⴻⵙⵄⵉ ⴰⵣⴰⵍ
usual	ⴰⵎ ⵜⴰⵏⵏⵓⵎⵉ
usually	ⵙ ⵓⵎⴰⵜⴰ
utility	ⵉⵍⴰⵇ
vacation	ⵉⵎⵓⵔⴰⵙ
vaccination	ⴰⵛⵔⴰⴹ
vaccine	ⵛⵔⴻⴹ
vacuum	ⵙⵉⵣⴷⴻⴳ
vague	ⵓⵔ ⴷⵯⵢⴻⴼⵀⵉⵎ
valid	ⵉⵣⵔⴼⴰⵏ
valley	ⵉⵖⵣⴻⵔ
valuable	ⵢⴻⵙⵄⴰⵏ ⴰⵣⴰⵍ
value	ⵙⴰⵣⴻⵍ
variety	ⴰⴳⵎⵓⴹ
various	ⵉⵎⴳⴰⵔⴰⴷⴻⵏ
vary	ⵎⴳⴰⵔⴰⴷ
vase	ⵜⴰⵇⴱⵓⵛⵜ
vast	ⴰⵎⴻⵇⵔⴰⵏ
vegetable	ⵉⵎⵖⴰⵏ
vegetables	ⵜⵉⴷⴰⵍ
vehicle	ⵜⴰⴽⴻⵔⵔⵓⵙⵜ
vendor	ⵉⵎⵣⴻⵏⵣⵉ
venom	ⵙⵙⴻⵎ
venture	ⵜⵉⵔⵎⵉⵙⵉⵏ
venue	ⴰⵎⴹⵉⵇ
verify	ⴰⴷ ⴷⵯⵜⴻⵥⵔⴻⴹ
versatile	ⵜⴰⵙⴻⵖⵏⴰⵡⵜ
version	ⵜⴰⵙⴻⵏⴼⴻⵍⵜ
vertical	ⴰⴱⴻⴷⴷⴰⵢ
very	ⵅⵉⵍⵍⴰ
very good	ⵢⴻⵍⵀⴰ ⵎⵍⵉⵃ
vessel	ⵜⴰⴹⴻⴱⵙⵉⵜ
via	ⵙⴻⴳ
vibe	ⵉⵙⵡⴰⵄ
vibes	ⵜⵉⵖⵔⵉⵡⵉⵏ
vicious	ⴰⵎⵛⵓⵎ
victim	ⵜⴰⵖⵜⴻⵙⵜ
video	ⵜⴰⵠⵉⴷⵢⵓⵜ
view	ⵜⴰⵏⵏⴰⵢⵜ
village	ⵜⴰⴷⴷⴰⵔⵜ
villain	ⴰⵛⵏⵢⴰⵍ
vinegar	ⴰⵎⴰⵖⵓⵙ
vintage	ⴷ ⴰⵇⴷⵉⵎ
violence	ⵜⴰⴽⵔⵉⴹⵜ
violent	ⴰⵇⴻⵀⵀⴰⵔ
viral	ⴰⵏⴼⴰⴼⴰⴷ ⴰⵙⴻⵏⵙⴻⵍⴽⵉⵎ
virgin	ⵜⵉⵍⴻⵎⵥⵉⵜ
virtual	ⴷ ⵜⵉⵏ ⵏ ⵜⵉⴷⴻⵜ
virtue	ⵜⴰⵣⴻⵍⵎⴰ
vision	ⵜⴰⵎⵓⵖⵍⵉ
visit	ⵔⵣⴻⴼ
visual	ⴰⵎⵡⴰⵍⴰⵏ
vital	ⵢⴻⵙⵄⴰ ⴰⵣⴰⵍ
vivid	ⵢⴷⴷⴻⵔ
vocabulary	ⵜⴰⵎⴰⵡⵍⵜ
voice	ⵜⴰⵖⴻⵛⵜ
void	ⵓⵔ ⵢⴻⵙⵄⵉ ⴰⵣⴰⵍ
volume	ⵉⵎⴻⵙⵍⵉ
volunteer	ţⴻⴽⴽⵉ
vomit	ⵢⴻⵔⵔⴰ
vulnerable	ⵢⴻⵜⵜⵡⴰⵃⴻⵔⵣⴻⵏ
wage	ⵍⴻⵅⵍⴰⵚ
wages	ⵍⴻⵅⵍⴰⵚ
waist	ⴰⵎⴷⴰⵔ
wait	ⴰⵔⴵⵓ
waiter	ⴰⵇⴻⴷⴷⴰⵛ
waiting	ⵢⴻⵜⵜⵔⴰⵊⵓ
wake	ⴰⴽⵉ
wake up	ⴽⴽⴻⵔ
walk	ⴷⴷⵓ
walking	ⵜⵉⴷⴷⵉⵜ
wall	ⵍⵃⵉⴷ
wallet	ⴰⵣⴹⴰⵎ
wander	ⴰⵎⴻⵏⵟⴰⵔ
wanna	ⴱⵖⵉⵖ
want	ⵢⴻⴱⵖⴰ
wanted	ⴱⵖⴰⵏ
war	ⵍⴳⵉⵔⵔⴰ
wardrobe	ⵜⴰⵅⵣⴰⵏⵜ
warehouse	ⴰⵎⴽⴰⵏ
warm	ⵙⴻⵃⵎⵓ
warn	ⵄⴻⵢⵢⴻⵏ
warning	ⴰⵄⴻⵢⵢⴻⵏ
warrior	ⴰⵎⵎⴻⵏⵓⵖ
was	ⵢⴻⵍⵍⴰ
wash	ⵙⵙⵉⵔⴻⴷ
waste	ⵉⴹⴻⵢⵢⴻⵄ
watch	ⵙⴰⵄⴰ
water	ⴰⵎⴰⵏ
watermelon	ⴰⵍⴻⴳⴳⵓⵥ
wave	ⵍⵎⵓⵊⴰ
way	ⴰⴱⵔⵉⴷ
we	ⵏⴻⴽⵏⵉ
we are	ⴰⵇⵍⴰⵖ
we can	ⵏⴻⵣⵎⴻⵔ
weak	ⵉⴹⵄⴻⴼ
weakness	ⴹⴹⴻⵄⴼⴰⵏ
wealth	ⵙⵄⴰⵢⴰ
wealthy	ⴷ ⵉⵎⴻⵔⴽⴰⵏⵜⵉⵢⴻⵏ
wear	ⵉⵍⴻⵙ
wearing	ⵍⴻⴱⵙⴰ
weather	ⵜⴻⵜⵜⵉⵍⵉⵜ
wedding	ⵜⴰⵎⴻⵖⵔⴰ
Wednesday	ⵍⵃⴻⴷⴷ
weed	ⴰⵣⴰⴳⵍⵓ
week	ⴷⴷⵓⵔⵜ
weekend	ⵜⴰⴳⴳⴰⵔⴰ ⵏ ⴷⴷⵓⵔⵜ
weight	ⵜⵜⵓⵣⵓⵔⴻⵖ
weird	ⴷ ⴰⵢⴻⵏ ⵢⴻⵙⵙⴻⵡⵀⴰⵎⴻⵏ
welcome	ⴰⵏⵙⵓⴼ ⵢⵉⵙⵯⵡⴻⵏ
welfare	ⵏⵃⴰⵔⴻⴱ ⵖⴻⴼ
Well	ⴷⵖⴰ
well done	ⵢⴻⵍⵀⴰ ⵍⵃⴰⵍ
went	ⵉⵔⵔⵓⵃ
were	ⵍⵍⴰⵏ
west	ⴰⴳⵎⵓⴷ
wet	ⵢⴻⴱⵣⴻⴳ
whale	ⵉⵙⴻⵍⵎⴰⵏ
what	ⴷⵯⴰⵛⵓ
what about you	ⴰⵎⴻⴽ ⵉ ⵜⴻⵜⵜⵉⵍⵉⴹ
what are you doing	ⴷⵯⴰⵛⵓ ⵉ ⵜⵅⴻⴷⵎⴻⴷ
what are you doing now	ⴷ ⴰⵛⵓ ⵉ ⵜⵅⴻⴷⵎⴻⴹ ⵜⵓⵔⴰ
what are you doing right now	ⴷⵯⴰⵛⵓ ⵜⵅⴻⴷⵎⴻⴷ ⵜⵓⵔⴰ
what do you do	ⴷ ⴰⵛⵓ ⵜⵅⴻⴷⵙⵎⴻⴹ?
what do you do for a living	ⴷ ⴰⵛⵓ ⵉ ⵜⵅⴻⴷⴷⵎⴻⴹ ⵉ ⵜⵓⴷⴻⵔⵜⵯⵉⴽ?
what do you mean	ⴷ ⴰⵛⵓ ⵉ ⵜⴻⴱⵖⵉⴹ ⴰⴷ ⵜⵉⵏⵉⴹ
what do you want	ⴷⵯⴰⵛⵓ ⵜⴻⴱⵖⵉⴹ
what happened	ⴰⵛⵓ ⵢⴻⴹⵔⴰⵏ
what is	ⴷ ⴰⵛⵓ
what is this	ⴷⵯⴰⵛⵓⵯⵜ ⵡⴰ
what is your job	ⴷⵯⴰⵛⵓⵯⵜ ⵓⵅⴻⴷⴷⵉⵎⵯⵉⴽ
what is your name	ⵉⵙⴻⵎⵯⵉⴽ
what's up	ⴷⵯⴰⵛⵓ ⵢⴻⵍⵍⴰⵏ
what's your name	ⵉⵙⴻⵎⵯⵉⴽ
whatever	ⴰⵢⴻⵏ ⵢⴻⵍⵍⴰⵏ
wheat	ⵉⵔⴷⴻⵏ
wheel	ⵉⴱⴻⵔⵔⵏⴻⵏ
when	ⵎⴻⵍⵎⵉ
whenever	ⵢⴰⵍ ⵜⵉⴽⴽⴻⵍⵜ
where	ⴰⵏⴷⴰ
where are you	ⴰⵏⴷⴰ ⵜⴻⵍⵍⵉⴹ
where are you from	ⴰⵏⵙⴰⵯⴽ
where are you now	ⴰⵏⴷⴰⵯⴽ ⵜⵓⵔⴰ?
where do you live	ⴰⵏⴷⴰ ⵉ ⵜⵣⴻⴷⵖⴻⴹ?
where is	ⴰⵏⴷⴰⵯⵜ
whereas	ⵉⵎⵉ
whether	ⵎⴰ ⵢⴻⵍⵍⴰ
which	ⵡⵉ
while	ⵙⴽⵓⴷ
whisper	ⴰⵙⵜⴻⵡⵜⴻⵡ
whistle	ⵚⴻⴼⴼⴻⵔ
white	ⴰⵎⴻⴽⵍⴰⴽ
who	ⴰⵏⵡⴰ
who are you	ⴰⵏⵡⴰⵯⴽ
who is	ⴰⵏⵡⴰ ⵉ ⵢⴻⵍⵍⴰⵏ
who is this	ⴰⵏⵡⴰⵯⵜ ⵡⴰⴳⵉ
whole	ⴰⴽⴽ
whom	ⴰⵏⵡⴰ
whose	ⵡⵉⴷ
why	ⵉ ⵡⴰⵛⵓ
why not	ⴰⵢⵖⴻⵔ ⴰⵍⴰ
wicked	ⴰⵛⵏⵢⴰⵍ
wide	ⵡⵣⵙⵙⵉⵄ
widow	ⵜⴰǧǧⴰⵍⵜ
width	ⴰⵙⵙⵓⵎⴻⵔ
wife	ⵜⴰⵎⴻⵟⵟⵓⵜ
wild	ⴼⴻⵀⵎⴻⵖ
will	ⴰⴷ
will	ⵍⴻⴱⵖⵉ
willing	ⴷ ⵡⵉⴷ ⵢⴻⴱⵖⴰⵏ
win	ⴰⴼⵔⴰⵏ
wind	ⴰⴹⵓ
window	ⵟⵟⴰⵇ
windy	ⴷ ⴰⴹⵓ
wine	ⵛⵛⵔⴰⴱ
winter	ⵜⴰⴳⵔⴻⵙⵜ
wipe	ⵙⴼⴻⴹ
wire	ⵉⵏⵣⵉⵣ
wisdom	ⵜⴰⵎⵓⵙⵏⵉ
wise	ⴰⵃⴷⴰⴷ ⵏ ⵡⴰⵡⴰⵍ
wish	ⵙⵉⵔⴻⵎ
wish you all the best	ⵙⴰⵔⴰⵎⴰⵖⵯⴰⴽ ⴰⴽⴽ ⴰⵢⴻⵏ ⵢⴻⵍⵀⴰⵏ
witch	ⵡⵉⵏ
with	ⴰⴽ
withdraw	ⴽⴽⴻⵙⵯⴷ
withdrawal	ⵊⴻⴱⴻⴷ
within	ⴷⴻⴳ
without	ⴱⴻⵍⴰ
witness	ⵡⴰⵏⴻⵙ
witty	ⴰⵎⴻⴳⵣⵓ
wolf	ⴰⵖⵙⵉ
woman	ⵜⴰⵎⴻⵟⵟⵓⵜ
women	ⵜⵉⵍⴰⵡⵉⵏ
won	ⵜⴻⵔⴱⴻⵃ
won't	ⵓⵔ ⵢⴻⴱⵖⵉ ⴰⵔⴰ
wonder	ⵢⴻⵡⵀⴻⵎ
wonderful	ⴰⵅⴰⵜⴰⵔ
wood	ⴰⵙⵖⴰⵔ
wool	ⵜⴰⴷⵓⵟ
word	ⴰⵡⴰⵍ
words	ⴰⵡⴰⵍⴻⵏ
work	ⴰⵅⴷⴻⵎ
work out	ⵢⴻⵅⴻⴷⴷⴻⵎ
working	ⵉⵅⴻⴷⴷⵉⵎ
world	ⴰⵎⴰⴹⴰⵍ
worm	ⵜⴰⵡⴻⴽⴽⴰ
worn	ⵢⴻⵃⴼⴰ
worried	ⵜⴻⵛⵖⴻⴱ
worry	ⵢⴻⵜⵇⴻⵍⵍⴻⵇ
worse	ⵢⵉⵔ
worship	ⵄⴻⴱⴷ
worst	ⴰⵢⴻⵏ ⵏ ⴷⵉⵔⵉ
worth	ⴰⵣⴰⵍ
worth it	ⵢⵓⴽⵍⴰⵍⵯⵉⵜ
worthy	ⵢⵓⴽⵍⴰⵍ
would	ⴰⴷ
wound	ⵍⴵⴻⵔⵃ
Wow	ⵢⴻⵍⵀⴰ
wrap	ⵙⵙⴻⵎⵜⵜⵓⵜⵜⴻⵍ
wrath	ⴰⴳⴻⵔⵏⵉⵏ
wrist	ⴰⵎⵔⴰⵔ
write	ⴰⵔⵓ
Write here	ⴰⵔⵓ ⴷⵯⴰ
writing	ⵜⵉⵔⴰ
written	ⵉⵎⵢⵓⵔⴰ
wrong	ⵢⴻⵖⵍⴻⴹ
wrote	ⵢⵓⵔⴰ
yard	ⴰⴼⵔⴰⴳ
yawn	ⵢⴻⵜⴼⴰⵢⵉ
Yeah	ⵉⵀ
year	ⴰⵙⴻⴳⴳⴰⵙ
years	ⵉⵙⴻⴳⴳⴰⵙⴻⵏ
yeast	ⵉⵖⴻⵙ
yell	ⵢⵙⵓⵖ
yellow	ⴰⵡⵔⴰⵖ
Yes	ⵉⵀ
yes baby	ⵉⵀ ⴰ ⵜⴰεⵣⵉⵣⵜ
yes dear	ⵉⵀ ⴰⵢ ⴰⵎⴷⴰⴽⵓⵍ
yes honey	ⵉⵀ ⴰ ⵜⴰⵢⵔⵉ
yes my love	ⵉⵀ ⴰ ⵜⴰⵢⵔⵉⵯⵡ
yes of course	ⵉⵀ, ⴷ ⴰⵢⴻⵏ ⵉⴱⴰⵏⴻⵏ
yesterday	ⵉⴹⴻⵍⵍⵉ
yet	ⵎⴰⵣⴰⵍ
yield	ⴰⵙⵓⴼ
you	ⴽⴻⵞⵞ
you are	ⴽⴻⵞⵞ
you are beautiful	ⵜⵛⴻⴱⵃⴻⴹ
you are so beautiful	ⵜⴻⵛⴱⵃⴻⴷ ⴰⵟⴰⵙ
you are welcome	ⴱⵍⴰ ⵍⴻⵎⵣⴻⵢⴰ
you can	ⵜⵣⴻⵎⵔⴻⴹ
You know	ⵜⴻⵣⵔⵉⴷ
you too	ⵓⵍⴰ ⴷ ⴽⴻⵎⵎ
you're welcome	ⵓⵍⴰⵛ ⴰⵖⵉⵍⵉⴼ
young	ⴰⵎⴻⵛⵟⵓⵃ
your	ⴰⴳⵍⴰⵯⴽ
your welcome	ⴰⵏⵙⵓⴼ ⵢⵉⵙⵯⵎ
yourself	ⵉⵎⴰⵏⵯⵉⵎ
youth	ⵜⴻⵎⵥⵉ
you’re welcome	ⴰⵏⵙⵓⴼ ⵢⴻⵙⵙⵯⴽ
yummy	ⴰⵍⴻⵇⵇⴰⵖ
zero	ⵉⵍⴻⵎ
