abandoned	ꯊꯥꯗꯣꯛꯄ
sweet tooth	ꯑꯊꯨꯝꯕ ꯆꯥꯕ ꯌꯥꯝꯅ ꯄꯥꯝꯕ
sweet	ꯊꯨꯝꯕ
swelling	ꯄꯣꯝꯈꯠꯄ
swell	ꯄꯣꯝꯈꯠꯂꯛꯄ
swimming	ꯏꯔꯣꯏꯕ
swim	ꯏꯔꯣꯏꯕ
swing	ꯍꯥꯏꯕ
switch	ꯑꯣꯟꯊꯣꯛꯄ
swollen	ꯄꯣꯝꯂꯕ
sword	ꯊꯥꯡ
symbol	ꯈꯨꯗꯝ
sympathy	ꯑꯋꯥꯕ ꯇꯥꯕ ꯃꯤꯒꯤꯗꯃꯛꯇ ꯅꯨꯡꯉꯥꯏꯇꯕ ꯄꯣꯛꯄ
symptoms	ꯂꯥꯏꯑꯣꯡ
system	ꯄꯊꯥꯞ
table	ꯇꯦꯕꯜ
tackle	ꯊꯤꯡꯕ
tag	ꯃꯤꯡ ꯊꯥꯕ
tail	ꯃꯃꯩ
take away	ꯄꯨꯊꯣꯛꯈ꯭ꯔꯦ
take care	ꯆꯦꯛꯁꯤꯟꯅ ꯁꯦꯟꯅꯕ
taken	ꯂꯧꯈ꯭ꯔꯕ
take off	ꯂꯧꯍꯣꯛꯄ
take	ꯂꯧꯕ
talkative	ꯋꯥ ꯌꯥꯝꯅ ꯉꯥꯡꯒꯟꯕ
talk	ꯋꯥ ꯉꯥꯡꯕ
tall	ꯑꯋꯥꯡꯕ
tape	ꯂꯎꯁꯤꯟꯕ
tap	ꯀꯣꯟꯖꯤꯟ
target	ꯄꯥꯟꯗꯝ
task	ꯊꯕꯛ
taste	ꯃꯍꯥꯎ
tasty	ꯃꯍꯥꯎ ꯂꯩꯕ
taught	ꯇꯥꯛꯈꯤ
teacher	ꯑꯣꯖꯥ
teach	ꯇꯥꯈꯄ
team	ꯀꯥꯉꯕꯨ
tears	ꯄꯤꯔꯥꯡ
tear	ꯄꯤ
tease	ꯂꯛꯅꯕ
tea	ꯆꯥ
technology	ꯃꯁꯤꯟꯂꯣꯟ
teeth	ꯌꯥ
tell me	ꯑꯩꯉꯣꯟꯗ ꯍꯥꯏꯌꯨ
tell	ꯍꯥꯏꯕ
temperature	ꯑꯏꯪꯑꯁꯥ
temper	ꯊꯨꯅ ꯁꯥꯎꯒꯟꯕꯒꯤ ꯃꯇꯧ
temple	ꯂꯥꯏꯁꯪ
temporary	ꯃꯇꯝ ꯈꯔꯒꯤ
tenant	ꯚꯔꯥꯗ ꯂꯩꯕ ꯃꯤ
tendency	ꯃꯇꯧ ꯑꯃ ꯑꯣꯏꯒꯟꯕꯒꯤ ꯆꯥꯡ
tender	ꯊꯣꯠ ꯅꯧꯕ
tend	ꯁꯦꯟꯅꯕ
tense	ꯄꯣꯊꯥꯕ ꯉꯝꯗꯕ
tension	ꯋꯥꯈꯜ ꯋꯥꯕ
tentative	ꯆꯥꯎꯔꯥꯛꯄ ꯃꯇꯝ
ten thousand	ꯂꯤꯁꯤꯡ ꯇꯔꯥ
tent	ꯗꯝꯕꯨꯔ
ten	ꯇꯔꯥ
terms	ꯍꯤꯔꯝꯁꯤꯡ
term	ꯋꯥꯍꯩ
terrible	ꯅꯨꯡꯉꯥꯏꯇꯕ
terrific	ꯌꯥꯝꯅ ꯐꯖꯕ
territory	ꯂꯝ
test	ꯆꯥꯡꯌꯦꯡ
text	ꯃꯌꯦꯛ
Thanks for using our app	ꯑꯩꯈꯣꯏꯒꯤ ꯑꯦꯄ ꯁꯤꯖꯤꯟꯅꯕꯒꯤ ꯊꯥꯒꯠꯆꯔꯤ
thanks	ꯊꯥꯒꯠꯆꯔꯤ
Thank you for your patience while we investigate shipment	ꯑꯩꯈꯣꯏꯅ ꯁꯤꯞꯃꯦꯅꯠ ꯑꯁꯤꯕꯨ ꯊꯤꯖꯤꯜꯂꯤꯉꯩꯗ ꯑꯗꯣꯝꯅ ꯉꯥꯏꯕꯒꯤꯗꯃꯛ ꯊꯥꯒꯠꯆꯔꯤ
thank you so much	ꯑꯗꯣꯝꯕꯨ ꯑꯗꯨꯛꯀꯤ ꯃꯇꯤꯛ ꯊꯥꯒꯠꯆꯔꯤ
thank you very much	ꯑꯗꯣꯝꯕꯨ ꯌꯥꯝꯅ ꯊꯥꯒꯠꯆꯔꯤ
thank you	ꯊꯥꯒꯠꯆꯔꯤ
thank	ꯊꯥꯒꯠꯄ
that is	ꯍꯥꯏꯕꯗꯤ
that's good	ꯃꯗꯨꯗꯤ ꯌꯥꯝꯅ ꯐꯕꯅꯤ
that	ꯃꯗꯨ
theft	ꯍꯨꯔꯥꯟꯈꯤꯕ
their	ꯃꯈꯣꯏꯒꯤ
theme	ꯍꯤꯔꯝ
themselves	ꯃꯈꯣꯏ ꯃꯁꯥꯃꯛ
them	ꯃꯈꯣꯏ
then	ꯑꯗꯨ ꯑꯣꯏꯔꯕꯗꯤ
theory	ꯆꯨꯝꯃꯤ ꯈꯟꯅꯕ ꯋꯥꯔꯣꯜ
therefore	ꯃꯔꯝ ꯑꯗꯨꯅ
there is	ꯂꯩ
there	ꯑꯗꯨꯗ
these	ꯃꯌꯥꯝ ꯑꯁꯤ
they are	ꯃꯈꯣꯏ ꯑꯁꯤ
they	ꯃꯈꯣꯏ
thick	ꯑꯇꯥꯕ
thief	ꯍꯨꯔꯥꯟꯕ
thigh	ꯐꯥꯏꯒꯟ
things	ꯄꯣꯠꯂꯝꯁꯤꯡ
thing	ꯄꯣꯠꯁꯛ
think	ꯈꯟꯕ
thin	ꯄꯥꯕ
third	ꯑꯍꯨꯝꯁꯨꯕ
thirsty	ꯈꯧꯔꯥꯡꯕ
thirteen	ꯇꯔꯥꯍꯨꯝꯗꯣꯏ
thirty	ꯀꯨꯟꯊ꯭ꯔꯥ
this is	ꯃꯁꯤꯗꯤ
this	ꯃꯁꯤ
thoroughly	ꯃꯅꯨꯡ ꯊꯤꯠꯅ
thorough	ꯀꯨꯞꯊꯅ
those	ꯃꯈꯣꯏꯁꯤꯡ
thoughtful	ꯋꯥꯈꯜ ꯂꯩꯕ ꯃꯤ
thoughts	ꯋꯥꯈꯜꯁꯤꯡ
thought	ꯋꯥꯈꯜ
though	ꯑꯗꯨ ꯑꯣꯏꯔꯕꯁꯨ
thousand	ꯂꯤꯁꯤꯡ
thread	ꯂꯪ
threaten	ꯀꯤꯍꯟꯕ
threat	ꯀꯤꯍꯟꯕ
three	ꯑꯍꯨꯝ
threshold	ꯄꯟꯈꯩ
thrilled	ꯅꯨꯡꯉꯥꯏꯕ
thrive	ꯍꯤꯡꯕ
throat	ꯈꯅꯥꯎ
throughout	ꯑꯄꯨꯟꯕ
through	ꯈꯨꯊꯥꯡ
throw	ꯂꯪꯕ
thumb	ꯈꯨꯕꯤ
thunder	ꯅꯣꯡ ꯈꯥꯛꯄ
Thursday	ꯁꯒꯣꯜꯁꯦꯜ
thus	ꯃꯇꯧ ꯑꯁꯨꯝꯅ
tick	ꯈꯣꯠꯄ
tide	ꯏꯔꯩ
tidy	ꯂꯨꯅꯥꯟꯕ
tie	ꯄꯨꯟꯕ
tiger	ꯀꯩ
tight	ꯑꯆꯤꯟꯕ
Tigrinya	ꯇꯥꯏꯒꯔꯤꯅꯤꯌꯥ
time	ꯃꯇꯝ
timid	ꯀꯤꯒꯟꯕ
tiny	ꯑꯄꯤꯛꯄ
tips	ꯄꯥꯎꯇꯥꯛ
tip	ꯃꯇꯣꯟ
tired	ꯋꯥꯔꯕ
tire	ꯋꯥꯕ
tissue	ꯆꯦ ꯑꯄꯥꯕ
title	ꯃꯤꯡꯊꯣꯜ
toast	ꯂꯪꯕ
to be	ꯑꯣꯏꯒꯗꯕ
today	ꯉꯁꯤ
toddler	ꯑꯉꯥꯡ ꯃꯆꯥ
toes	ꯈꯣꯡꯁꯥ
together	ꯄꯨꯟꯅ
toilet	ꯑꯃꯥꯡꯁꯪ
told	ꯍꯥꯏꯈꯤꯕ
tolerance	ꯈꯥꯡꯕ ꯉꯃꯕꯒꯤ ꯆꯥꯡ
tolerate	ꯈꯥꯡꯕ
tomato	ꯈꯥꯃꯦꯟ ꯑꯁꯤꯟꯕ
tomorrow	ꯍꯌꯦꯡ
tongue	ꯂꯩ
tonight	ꯉꯁꯤ ꯅꯨꯃꯤꯗꯥꯡ
took	ꯂꯧꯕ
tools	ꯈꯨꯠꯂꯥꯏꯁꯤꯡ
tool	ꯈꯨꯠꯂꯥꯏ
tooth	ꯌꯥ
topic	ꯍꯤꯔꯝ
top	ꯃꯊꯛ
torn	ꯁꯦꯒꯥꯏꯕ
torture	ꯑꯣꯠ ꯅꯩꯕ
total	ꯑꯄꯨꯟꯕ
touch	ꯊꯦꯡꯕꯥꯡ
tough	ꯂꯨꯕ
tour	ꯈꯣꯡꯆꯠ
towards	ꯃꯥꯍꯀꯩꯔꯣꯝꯗ
toward	ꯃꯥꯏꯀꯩꯔꯣꯝꯗ
towel	ꯐꯗꯤ
town	ꯁꯍꯔ ꯃꯆꯥ
toxic	ꯈꯨꯗꯣꯡꯊꯤꯅꯤꯡꯉꯥꯍ ꯑꯣꯏꯕ
trace	ꯊꯤꯗꯣꯛꯄ
track	ꯊꯤꯍꯠꯄ
trade	ꯂꯂꯣꯟ ꯤꯇꯤꯛ
traditional	ꯅꯥꯠꯀꯤ ꯑꯣꯏꯕ
tradition	ꯆꯠꯅꯕꯤ
traffic	ꯇ꯭ꯔꯐꯤꯛ
trail	ꯄꯔꯦꯡ
training	ꯇꯥꯛꯄꯤ ꯇꯝꯕꯤꯕ
train	ꯇꯥꯛꯄꯤ ꯇꯝꯕꯤꯕ
traits	ꯃꯤ ꯑꯃꯒꯤ ꯆꯦꯟꯕ ꯃꯒꯨꯟ
trait	ꯃꯤꯑꯣꯏ ꯑꯃꯒꯤ ꯂꯤꯆꯠ
transfer	ꯡꯥꯗꯣꯈꯄ
transition	ꯍꯣꯡꯕ
translate	ꯋꯥꯍꯟꯊꯣꯛ ꯍꯟꯕ
transparent	ꯅꯨꯡ ꯄꯥꯟ ꯐꯥꯎꯅ ꯎꯕ
transportation	ꯄꯨꯊꯣꯛ ꯄꯨꯁꯤꯟ ꯇꯧꯕ
transport	ꯄꯣꯠꯊꯣꯛ ꯄꯨꯊꯣꯛ ꯄꯨꯁꯤꯟ ꯇꯧꯕ
trap	ꯇꯥꯠ ꯇꯧꯔꯒ ꯐꯥꯕ
trash	ꯐꯠꯇꯍꯧꯗꯤ
trauma	ꯆꯩꯊꯦꯡ ꯅꯪꯕ
travel	ꯂꯝ ꯀꯣꯏꯕ
tray	ꯀꯣꯟ ꯍꯥꯞꯅꯕ ꯑꯄꯥꯛꯄ ꯄꯥꯇ꯭ꯔ
treasure	ꯂꯟ ꯊꯨꯝ
treatment	ꯂꯥꯏꯌꯦꯡꯕ
treat	ꯂꯣꯏꯅꯕ
tree	ꯨꯎꯄꯥꯃꯕꯤ
tremendous	ꯃꯁꯤꯡ ꯌꯥꯝꯕ
trend	ꯆꯠꯅꯕꯤ
trial	ꯆꯥꯡꯌꯦꯡ ꯇꯧꯕ
trick	ꯇꯥꯠ ꯇꯧꯕ
tried	ꯍꯣꯠꯅꯈ꯭ꯔꯕ
trigger	ꯀꯔꯤꯒꯨꯝꯕ ꯑꯃ ꯊꯣꯛꯍꯟꯕ
trim	ꯄꯥꯊꯍꯟꯕ
trip	ꯈꯣꯡꯆꯠ
trouble	ꯈꯨꯗꯣꯡꯊꯤꯕ
trousers	ꯈꯣꯡꯒ꯭ꯔꯥꯎ
truck	ꯇꯇꯥ ꯒꯥꯔꯤ
true	ꯑꯆꯨꯝꯕ
trunk	ꯎꯀꯛ
trust	ꯊꯥꯖꯕ
truth	ꯑꯆꯨꯝꯕ
try	ꯑꯃꯨꯛꯀ ꯍꯟꯅ ꯍꯣꯠꯅꯕ
Tsonga	ꯁꯣꯡꯒꯥ
tube	ꯎꯇꯣꯡ
Tuesday	ꯂꯩꯕꯥꯛꯄꯣꯛꯄ
tuition	ꯄꯔꯥ ꯇꯥꯛꯄ
turkey	ꯌꯦꯟ ꯃꯈꯜ ꯑꯃ
turmeric	ꯌꯥꯏꯉꯪ
turn	ꯑꯣꯟꯊꯣꯛꯄ
turtle	ꯊꯦꯡꯒꯨ
tutor	ꯂꯥꯏꯔꯤꯛ ꯇꯥꯛꯄ ꯃꯤ
twelve	ꯇꯔꯥꯅꯤꯊꯣꯏ
twenty-one	ꯀꯨꯟꯃꯥꯊꯣꯏ
twenty	ꯀꯨꯟ
twice	ꯑꯅꯤꯔꯛ
twist	ꯂꯩꯁꯤꯟꯕ
Twi	ꯇ꯭ꯋꯤ
two	ꯑꯅꯤ
type	ꯃꯈꯜ
typical	ꯃꯈꯜ ꯑꯃ
ugly	ꯃꯁꯛ ꯊꯤꯕ
ultimate	ꯈ꯭ꯋꯏꯗꯒꯤ ꯐꯕ
umbrella	ꯁꯥꯇꯤꯟ
unable	ꯉꯝꯗꯕ
uncle	ꯈꯨꯔꯥ
unconscious	ꯒ꯭ꯌꯥꯟ ꯃꯥꯡꯕ
underneath	ꯃꯈꯥꯗ ꯂꯩꯕ
underrated	ꯁꯤꯡꯊꯥꯅꯗꯕ
understand	ꯈꯪꯕ
understood	ꯈꯪꯂꯦ
under	ꯃꯈꯥꯗ
unfortunately	ꯂꯥꯏꯕꯛ ꯊꯤꯕꯗꯤ
uniform	ꯃꯥꯟꯅꯕ
unique	ꯇꯣꯞ ꯇꯣꯞꯄ
unit	ꯄꯊꯥꯞ
university	ꯇꯥꯏꯕꯪ ꯃꯍꯩꯀꯣꯜ
unknown	ꯈꯪꯗꯕ
unless	ꯑꯣꯏꯗꯔꯤꯕ ꯐꯥꯎꯕ
until	ꯐꯥꯑꯣꯕ
unusual	ꯇꯣꯏꯅ ꯊꯣꯛꯇꯕ
update	ꯍꯧꯖꯤꯛꯀꯤ ꯃꯇꯝꯒ ꯆꯨꯅꯍꯟꯕ
upgrade	ꯍꯥꯞꯆꯤꯟꯕ
upon	ꯃꯊꯛꯇ
upset	ꯅꯨꯡꯉꯥꯏꯇꯕ
up to you	ꯑꯗꯣꯃꯗ ꯂꯩꯔꯦ
up	ꯃꯊꯛ
urban	ꯁꯍꯔ
urgent	ꯈꯨꯗꯛꯀꯤ
urge	ꯇꯛꯁꯤꯟꯕ
used	ꯁꯤꯖꯤꯟꯅꯈ꯭ꯔꯕ
useful	ꯀꯥꯟꯅꯕ
useless	ꯀꯥꯟꯅꯗꯕ
use	ꯁꯤꯖꯤꯟꯅꯕ
usually	ꯑꯌꯥꯝꯕ ꯃꯇꯝꯗ
usual	ꯃꯍꯧꯁꯥꯒꯨꯝ
us	ꯑꯩꯈꯣꯏ
utility	ꯁꯤꯖꯤꯟꯅꯕ
vacation	ꯁꯨꯇꯤ
vaccination	ꯇꯤꯀꯥ ꯀꯥꯞꯊꯣꯛꯄ
vaccine	ꯇꯤꯀꯥ
vacuum	ꯅꯨꯡꯁꯤꯠ ꯂꯩꯇꯕ ꯑꯍꯥꯡꯕ
vague	ꯈꯪꯗꯕ
valid	ꯆꯠꯅꯕ ꯌꯥꯕ
valley	ꯇꯝꯄꯥꯛ
valuable	ꯃꯃꯜ ꯂꯩꯕ
value	ꯃꯝꯜ
variety	ꯃꯈꯜ ꯃꯊꯦꯜ
various	ꯇꯣꯛꯥꯟꯕ
vary	ꯈꯦꯟꯅꯕ
vase	ꯒꯝꯂꯥ
vast	ꯄꯥꯛ ꯆꯥꯎꯕ
vegetables	ꯃꯅꯥꯃꯁꯤꯡ
vegetable	ꯃꯅꯥ ꯃꯁꯤꯍ
vehicle	ꯒꯥꯔꯤ
vendor	ꯄꯣꯠ ꯌꯣꯟꯕ
venom	ꯃꯍꯨ
venture	ꯊꯕꯛ ꯑꯃ
venue	ꯃꯐꯝ
verify	ꯑꯆꯨꯝ ꯑꯔꯥꯟ ꯊꯤꯗꯣꯛꯄ
versatile	ꯊꯧꯑꯣꯡ ꯀꯌꯥꯒ ꯆꯨꯅꯍꯟꯕ ꯉꯝꯕ
version	ꯃꯈꯜ
vertical	ꯑꯌꯨꯡꯕ
very good	ꯌꯥꯝꯅ ꯐꯔꯦ
very	ꯌꯥꯝꯅ
vessel	ꯄꯥꯇ꯭ꯔ
via	ꯈꯨꯠꯊꯥꯡꯗ
vibes	ꯏꯪꯒꯤꯠ
vibe	ꯏꯪꯒꯤꯠ
vicious	ꯑꯇꯝꯟꯅ ꯇꯝꯊꯤꯕ
victim	ꯑꯋꯥꯕ ꯇꯥꯔꯕ ꯃꯤꯑꯣꯏ
view	ꯌꯦꯡꯕ
village	ꯈꯨꯡꯒꯪ
villain	ꯐꯠꯇꯕ ꯃꯤ
vinegar	ꯚꯤꯅꯦꯒꯔ
vintage	ꯑꯔꯤꯕ ꯃꯇꯝꯒꯤ ꯃꯒꯨꯟ ꯂꯩꯕ ꯄꯣꯠꯂꯝ
violence	ꯈꯠꯅ ꯆꯩꯅꯕ
violent	ꯌꯦꯛꯈꯥꯏ ꯊꯤꯟꯒꯥꯏꯕ
viral	ꯁꯔꯥ ꯁꯡꯕ
virgin	ꯑꯃꯨꯈ ꯐꯥꯎꯕ ꯍꯈꯇꯤꯟꯅꯗ꯭ꯔꯤꯕ
virtual	ꯚꯔꯆꯨꯌꯦꯜ
virtue	ꯑꯐꯕ ꯃꯒꯨꯟ ꯆꯦꯟꯕ
vision	ꯃꯤꯠꯌꯦꯡ
visit	ꯆꯊꯄ
visual	ꯃꯤꯠꯅ ꯎꯕ
vital	ꯃꯔꯨ ꯑꯣꯏꯕ
vivid	ꯋꯥꯜꯜꯂꯣꯟꯗ ꯑꯀꯟꯕ ꯏꯊꯤꯜ ꯐꯥꯎꯍꯟꯕ
vocabulary	ꯋꯥꯍꯩ ꯋꯥꯇꯥ
voice	ꯈꯣꯟꯖꯦꯜ
void	ꯑꯍꯥꯡꯕ
volume	ꯆꯥꯎꯕꯒꯤꯡꯆꯥꯉ
volunteer	ꯏꯁꯥꯅ ꯊꯣꯛꯆꯕ
vomit	ꯑꯣꯕ
vulnerable	ꯈꯨꯗꯣꯡꯊꯤꯕ ꯅꯪꯒꯟꯕ
wages	ꯈꯨꯇꯁꯨꯃꯜ
wage	ꯈꯨꯠꯁꯨꯃꯜ
waist	ꯈ꯭ꯋꯥꯡ
waiter	ꯋꯦꯇꯔ
waiting	ꯉꯥꯏꯔꯤ
wait	ꯉꯥꯏꯌꯨ
wake up	ꯍꯧꯒꯠꯂꯣ
wake	ꯌꯥꯍꯧꯕ
walking	ꯆꯠꯂꯤꯕ
walk	ꯆꯠꯄ
wallet	ꯁꯦꯟꯒꯥꯎ
wall	ꯐꯛꯂꯥꯡ
wander	ꯀꯣꯏꯆꯠ ꯆꯠꯄ
wanted	ꯄꯥꯃꯖꯩ
want	ꯄꯥꯝꯕ
wardrobe	ꯐꯤꯔꯣꯜ ꯍꯥꯞꯐꯝ
warehouse	ꯄꯣꯠꯊꯝꯐꯝ
warm	ꯐꯣꯡ ꯐꯣꯡ ꯁꯥꯕ
warning	ꯆꯦꯛꯁꯤꯟꯋꯥ
warn	ꯆꯦꯪꯁꯤꯟꯋꯥ ꯍꯥꯏꯕ
warrior	ꯂꯥꯟꯃꯤ
war	ꯂꯥꯟ
wash	ꯆꯥꯝꯊꯣꯛꯄ
waste	ꯃꯪꯡꯍꯟꯕ
was	ꯑꯣꯏꯔꯝꯃꯤ
watch	ꯌꯦꯡꯕ
watermelon	ꯇꯔꯕꯨꯖ
water	ꯏꯁꯤꯡ
wave	ꯏꯔꯩ
way	ꯂꯝꯕꯤ
weakness	ꯑꯁꯣꯟꯕ
weak	ꯑꯁꯣꯟꯕ
wealthy	ꯏꯅꯥꯛ ꯈꯨꯟꯕ
wealth	ꯂꯟ ꯊꯨꯝ
we are	ꯑꯩꯈꯣꯏ
wearing	ꯁꯦꯠꯂꯤꯕ
wear	ꯁꯦꯠꯄ
weather	ꯑꯏꯪ ꯑꯁꯥ
we can	ꯑꯩꯈꯣꯏꯅ ꯉꯝꯒꯅꯤ
wedding	ꯂꯨꯍꯣꯡꯕ
Wednesday	ꯌꯨꯝꯁꯀꯩꯁ
weed	ꯎꯔꯤ
weekend	ꯆꯌꯣꯜ ꯂꯣꯏꯕ ꯃꯇꯝ
week	ꯆꯌꯣꯜ
weight	ꯑꯔꯨꯝꯕ
weird	ꯑꯇꯣꯄꯒ ꯃꯥꯅꯅꯗꯕ
welcome	ꯇꯔꯥꯝꯅ ꯑꯣꯛꯆꯔꯤ
welfare	ꯌꯥꯏꯐ ꯊꯧꯔꯥꯡ
well done	ꯅꯤꯉꯡꯤꯅ ꯄꯥꯉꯡꯣꯡꯂꯦ
Well	ꯐꯔꯦ
went	ꯆꯠꯂꯨꯕ
west	ꯅꯣꯡꯆꯨꯞ
wet	ꯑꯆꯣꯠꯄ
we	ꯑꯩꯈꯣꯏ
whale	ꯋꯦꯜ
what about you	ꯑꯗꯣꯝꯗꯤ ꯀꯝꯗꯧꯕ
what are you doing now	ꯑꯗꯣꯝ ꯍꯧꯖꯤꯛ ꯀꯔꯤ ꯇꯧꯔꯤꯕꯒꯦ
what are you doing right now	ꯑꯗꯣꯝ ꯍꯧꯖꯤꯛ ꯀꯔꯤ ꯇꯧꯔꯤꯕꯒꯦ
what are you doing	ꯑꯗꯣꯝ ꯀꯔꯤ ꯇꯧꯔꯤꯕꯒꯦ
what do you do for a living	ꯑꯗꯣꯝꯅ ꯍꯤꯡꯅꯕ ꯀꯔꯤ ꯍꯣꯠꯅꯕꯒꯦ
what do you do	ꯑꯗꯣꯝ ꯀꯝꯗꯧꯔꯤꯒꯦ
what do you mean	ꯑꯗꯤꯝꯅ ꯍꯥꯏꯔꯤꯕꯁꯤ ꯀꯔꯤꯅꯣ
what do you want	ꯑꯗꯣꯝꯅ ꯀꯔꯤ ꯄꯥꯝꯕꯒꯦ
whatever	ꯑꯃ ꯍꯦꯛꯇ ꯑꯣꯏꯔꯕꯁꯨ
what happened	ꯃꯀꯔꯤ ꯇꯧꯔꯦ
what is this	ꯝꯁꯤ ꯀꯔꯤꯅꯣ
what is your job	ꯑꯗꯣꯝꯒꯤ ꯊꯕꯛꯇꯨ ꯀꯔꯤꯅꯣ
what is your name	ꯑꯗꯣꯝꯒꯤ ꯃꯤꯡ ꯀꯔꯤ ꯀꯧꯕꯒꯦ
what is	ꯀꯔꯤꯅꯣ
what's up	ꯀꯩꯗꯧꯔꯦ
what's your name	ꯑꯗꯣꯝꯒꯤ ꯃꯤꯡ ꯀꯔꯤ ꯀꯧꯕꯒꯦ
what	ꯀꯔꯤꯅꯣ
wheat	ꯒꯦꯍꯨ
wheel	ꯆꯀꯥ
whenever	ꯃꯇꯝ ꯑꯃ ꯍꯦꯛꯇꯗ
when	ꯀꯔꯝꯕ ꯃꯇꯝꯗ
where are you from	ꯑꯗꯣꯝ ꯀꯗꯥꯏꯗꯒꯤꯅꯣ
where are you now	ꯑꯗꯣꯝ ꯍꯖꯤꯛ ꯀꯗꯥꯏꯗ ꯂꯩꯕꯒꯦ
where are you	ꯑꯗꯣꯝ ꯀꯗꯥꯏꯗ ꯂꯩꯕꯒꯦ
whereas	ꯑꯗꯨꯝ ꯑꯣꯏꯅꯃꯛ
where do you live	ꯑꯗꯣꯝ ꯀꯗꯥꯏꯗ ꯂꯩꯕꯒꯦ
where is	ꯀꯗꯥꯏꯗ ꯂꯩ
where	ꯀꯗꯥꯏꯗ
which	ꯀꯔꯝꯕ
while	ꯇꯣꯏꯒꯨꯝꯕꯁꯨꯡ
whisper	ꯆꯤꯔꯣꯟ ꯇꯧꯕ
whistle	ꯍꯨꯏꯁꯦꯟ ꯈꯣꯡꯕ
white	ꯑꯉꯧꯕ
who are you	ꯑꯗꯣꯝ ꯀꯅꯥꯅꯣ
who is this	ꯝꯁꯤ ꯀꯅꯥꯅꯣ
who is	ꯀꯅꯥꯅꯣ
whole	ꯃꯄꯨꯡ
whom	ꯀꯅꯥꯒꯤꯅꯣ
whose	ꯀꯅꯥꯒꯤ
who	ꯀꯅꯥꯅꯣ
why not	ꯀꯔꯤꯒꯤ ꯑꯣꯏꯔꯣꯏ
why	ꯀꯔꯤꯒꯤꯅꯣ
wicked	ꯐꯊꯇꯕ
wide	ꯄꯥꯛꯄ
widow	ꯂꯨꯈ꯭ꯔꯕꯤ
width	ꯄꯥꯛꯄ
wife	ꯂꯣꯏꯅꯕꯤ
wild	ꯂꯝꯂꯛ
willing	ꯌꯥꯅꯤꯡꯕ
window	ꯊꯣꯡꯅꯥꯎ
windy	ꯑꯀꯟꯕ ꯅꯨꯡꯁꯤꯠ ꯁꯤꯠꯄ ꯃꯐꯝ
wind	ꯅꯨꯡꯁꯤꯠ
wine	ꯌꯨ
winter	ꯅꯤꯡꯊꯝꯊꯥ
win	ꯀꯥꯕ
wipe	ꯇꯩꯊꯣꯛꯄ
wire	ꯊꯔꯥ
wisdom	ꯂꯧꯁꯤꯡ
wise	ꯑꯁꯤꯡꯕ
wish you all the best	ꯑꯗꯧꯝꯅ ꯌꯥꯏꯐꯕ ꯑꯣꯏꯁꯅꯨ
wish	ꯑꯄꯥꯝꯕ
witch	ꯀꯤꯊꯨꯝ ꯄꯨꯕꯤ
withdrawal	ꯂꯧꯊꯣꯛꯄ
withdraw	ꯍꯟꯗꯣꯛꯄ
within	ꯀꯔꯒꯨꯝꯕꯒꯤ ꯃꯅꯨꯡꯗ
without	ꯌꯥꯎꯗꯅ
with	ꯂꯣꯏꯅꯅ
witness	ꯁꯥꯈꯤ
witty	ꯂꯧꯁꯤꯡ ꯂꯩꯕ
wolf	ꯂꯝꯍꯨꯏ
woman	ꯅꯨꯄꯤ
women	ꯅꯨꯄꯤ
wonderful	ꯌꯥꯝꯅ ꯐꯖꯕ
wonder	ꯑꯉꯛꯄ
won't	ꯇꯧꯔꯣꯏ
won	ꯃꯥꯏ ꯄꯥꯛꯄ
wood	ꯎ
wool	ꯁꯝꯇꯨ
words	ꯋꯥꯍꯩꯁꯤꯡ
word	ꯋꯥꯍꯩ
working	ꯊꯕꯛ ꯇꯧꯔꯤꯕ
work out	ꯁꯥꯖꯦꯜ ꯇꯧꯕ
work	ꯊꯕꯛ
world	ꯃꯥꯂꯦꯝ
worm	ꯇꯤꯟ
worn	ꯃꯟꯊꯔꯛꯄ
worried	ꯄꯥꯈꯠꯄ
worry	ꯈꯟꯖꯤꯟꯕ
worse	ꯐꯠꯇꯕ
worship	ꯅꯤꯡꯖꯕ
worst	ꯈ꯭ꯋꯥꯏꯗꯒꯤ ꯐꯠꯇꯕ
worth it	ꯃꯃꯜ ꯍꯟꯖꯤꯜꯂꯤ
worthy	ꯃꯃꯜ ꯂꯩꯕ
worth	ꯃꯃꯜ ꯂꯩꯕ
would	ꯇꯧꯒꯅꯤ
wound	ꯑꯁꯣꯛꯄ
Wow	ꯋꯥꯎ
wrap	ꯌꯣꯝꯕ
wrath	ꯑꯁꯥꯎꯕ
wrist	ꯈꯨꯗꯥꯡ
Write here	ꯃꯁꯤꯗ ꯏꯌꯨ
write	ꯏꯕ
writing	ꯏꯔꯝꯕ
written	ꯑꯥꯏꯕ
wrong	ꯑꯔꯥꯟꯕ
wrote	ꯏꯕ
yard	ꯂꯝꯄꯥꯛ
yawn	ꯍꯀꯥꯝ ꯆꯟꯕ
Yeah	ꯍꯣꯏ
years	ꯆꯍꯤꯁꯤꯡ
year	ꯆꯍꯤ
yeast	ꯌꯤꯁ
yellow	ꯅꯥꯄꯨ ꯃꯆꯨ
yell	ꯂꯥꯎꯕ
yes baby	ꯍꯣꯏ ꯆꯥꯟꯅꯕꯤ
yes dear	ꯍꯣꯏ ꯅꯨꯡꯁꯤꯕꯤ
